CustomerID,Recency,Frequency,MonetaryValue,R,F,M,RFM_segment,RFM_score,RFM_class
15287.0,22,20,486.69,4,2,2,422,8,gold
15288.0,43,88,2306.52,3,4,5,345,12,platinum
15289.0,29,58,939.78,4,4,4,444,12,platinum
15290.0,5,204,7943.22,5,5,5,555,15,platinum
15291.0,26,103,4668.3,4,4,5,445,13,platinum
15292.0,201,24,178.39,1,2,1,121,4,silver
15296.0,51,194,3672.86,3,5,5,355,13,platinum
15297.0,10,39,641.94,5,3,3,533,11,gold
15298.0,2,192,4799.9,5,5,5,555,15,platinum
15299.0,67,7,4507.01,3,1,5,315,9,gold
15300.0,64,28,496.44,3,2,3,323,8,gold
15301.0,51,242,5049.95,3,5,5,355,13,platinum
15303.0,290,31,574.02,1,3,3,133,7,silver
15304.0,61,23,694.4000000000001,3,2,3,323,8,gold
15306.0,64,58,1174.35,3,4,4,344,11,gold
15307.0,96,12,205.3,2,1,1,211,4,silver
15308.0,274,19,310.47,1,2,2,122,5,silver
15311.0,1,2366,60632.75,5,5,5,555,15,platinum
15312.0,75,47,924.85,2,3,3,233,8,gold
15313.0,110,1,52.0,2,1,1,211,4,silver
15314.0,199,24,327.97,1,2,2,122,5,silver
15315.0,64,37,570.5,3,3,3,333,9,gold
15316.0,327,1,165.0,1,1,1,111,3,silver
15318.0,4,33,312.62,5,3,2,532,10,gold
15319.0,284,16,204.5,1,2,1,121,4,silver
15320.0,44,36,267.13,3,3,2,332,8,gold
15321.0,71,95,2748.31,3,4,5,345,12,platinum
15322.0,86,42,679.68,2,3,3,233,8,gold
15325.0,104,48,161.74,2,3,1,231,6,silver
15326.0,334,29,311.71,1,2,2,122,5,silver
15327.0,53,10,208.75,3,1,1,311,5,silver
15329.0,39,57,1049.7,3,3,4,334,10,gold
15330.0,32,13,714.96,4,1,3,413,8,gold
15332.0,366,35,1661.06,1,3,4,134,8,gold
15333.0,208,16,1028.56,1,2,4,124,7,silver
15334.0,157,98,350.82,2,4,2,242,8,gold
15335.0,54,35,170.22,3,3,1,331,7,silver
15339.0,66,86,574.07,3,4,3,343,10,gold
15341.0,81,17,2020.52,2,2,4,224,8,gold
15342.0,130,24,406.09,2,2,2,222,6,silver
15343.0,87,21,364.5,2,2,2,222,6,silver
15344.0,1,26,563.94,5,2,3,523,10,gold
15345.0,46,20,393.54,3,2,2,322,7,silver
15346.0,333,17,252.42000000000002,1,2,2,122,5,silver
15347.0,366,5,201.60000000000002,1,1,1,111,3,silver
15348.0,72,9,158.04,3,1,1,311,5,silver
15349.0,158,71,463.90999999999997,2,4,2,242,8,gold
15350.0,373,5,115.65,1,1,1,111,3,silver
15351.0,12,219,1934.66,5,5,4,554,14,platinum
15353.0,255,61,770.12,1,4,3,143,8,gold
15355.0,29,14,277.05,4,1,2,412,7,silver
15356.0,31,499,2718.03,4,5,5,455,14,platinum
15358.0,5,551,8347.2,5,5,5,555,15,platinum
15360.0,40,13,427.93,3,1,2,312,6,silver
15361.0,362,7,418.92,1,1,2,112,4,silver
15363.0,373,16,326.0,1,2,2,122,5,silver
15364.0,96,29,913.19,2,2,3,223,7,silver
15365.0,26,114,2314.32,4,4,5,445,13,platinum
15366.0,75,44,602.51,2,3,3,233,8,gold
15367.0,57,95,1877.59,3,4,4,344,11,gold
15368.0,21,4,446.94000000000005,4,1,2,412,7,silver
15370.0,41,94,2386.05,3,4,5,345,12,platinum
15372.0,137,27,2007.3999999999999,2,2,4,224,8,gold
15373.0,8,132,2415.91,5,5,5,555,15,platinum
15374.0,129,3,168.0,2,1,1,211,4,silver
15376.0,40,116,1221.56,3,4,4,344,11,gold
15379.0,169,194,3703.29,2,5,5,255,12,platinum
15380.0,9,36,1690.2600000000002,5,3,4,534,12,platinum
15381.0,214,8,596.85,1,1,3,113,5,silver
15382.0,15,302,5955.71,4,5,5,455,14,platinum
15384.0,170,41,642.41,2,3,3,233,8,gold
15385.0,40,12,316.88,3,1,2,312,6,silver
15386.0,186,31,394.14,1,3,2,132,6,silver
15388.0,270,10,140.54,1,1,1,111,3,silver
15389.0,172,1,500.0,2,1,3,213,6,silver
15392.0,5,84,1535.53,5,4,4,544,13,platinum
15393.0,16,12,231.86,4,1,1,411,6,silver
15394.0,10,85,2183.54,5,4,5,545,14,platinum
15395.0,326,7,107.45,1,1,1,111,3,silver
15396.0,113,14,288.18,2,1,2,212,5,silver
15397.0,290,6,94.0,1,1,1,111,3,silver
15398.0,16,73,1345.53,4,4,4,444,12,platinum
15399.0,1,50,815.77,5,3,3,533,11,gold
15400.0,92,12,716.2,2,1,3,213,6,silver
15402.0,149,42,626.77,2,3,3,233,8,gold
15405.0,189,8,349.1,1,1,2,112,4,silver
15406.0,31,53,510.71000000000004,4,3,3,433,10,gold
15407.0,34,148,1046.74,3,5,4,354,12,platinum
15408.0,264,34,267.18,1,3,2,132,6,silver
15410.0,84,122,3450.84,2,5,5,255,12,platinum
15411.0,26,98,1348.93,4,4,4,444,12,platinum
15412.0,171,10,190.53,2,1,1,211,4,silver
15414.0,10,39,774.9000000000001,5,3,3,533,11,gold
15415.0,313,47,559.61,1,3,3,133,7,silver
15416.0,65,192,3984.32,3,5,5,355,13,platinum
15417.0,85,28,508.8,2,2,3,223,7,silver
15419.0,25,8,135.86,4,1,1,411,6,silver
15421.0,59,53,950.36,3,3,4,334,10,gold
15422.0,323,6,97.7,1,1,1,111,3,silver
15423.0,38,2,43.5,3,1,1,311,5,silver
15424.0,254,17,383.34,1,2,2,122,5,silver
15426.0,19,275,1404.07,4,5,4,454,13,platinum
15427.0,33,292,1430.54,4,5,4,454,13,platinum
15428.0,15,6,93.78,4,1,1,411,6,silver
15429.0,27,82,397.35,4,4,2,442,10,gold
15432.0,23,10,171.19,4,1,1,411,6,silver
15433.0,214,41,533.3,1,3,3,133,7,silver
15434.0,8,55,1041.48,5,3,4,534,12,platinum
15435.0,22,29,149.29,4,2,1,421,7,silver
15436.0,12,291,1067.75,5,5,4,554,14,platinum
15437.0,262,45,200.16,1,3,1,131,5,silver
15438.0,131,25,156.57999999999998,2,2,1,221,5,silver
15440.0,55,62,383.68,3,4,2,342,9,gold
15442.0,249,2,594.0,1,1,3,113,5,silver
15443.0,2,372,3213.59,5,5,5,555,15,platinum
15444.0,9,214,1411.21,5,5,4,554,14,platinum
15445.0,264,5,113.5,1,1,1,111,3,silver
15447.0,331,9,155.17,1,1,1,111,3,silver
15448.0,313,28,494.64,1,2,3,123,6,silver
15449.0,26,60,974.52,4,4,4,444,12,platinum
15450.0,30,30,429.84,4,3,2,432,9,gold
15452.0,30,56,528.48,4,3,3,433,10,gold
15453.0,2,279,1371.77,5,5,4,554,14,platinum
15454.0,362,25,179.1,1,2,1,121,4,silver
15456.0,283,58,434.59000000000003,1,4,2,142,7,silver
15457.0,262,58,237.07,1,4,1,141,6,silver
15458.0,25,7,161.64,4,1,1,411,6,silver
15460.0,354,56,214.26,1,3,1,131,5,silver
15462.0,94,11,234.6,2,1,1,211,4,silver
15463.0,29,7,126.14,4,1,1,411,6,silver
15464.0,338,155,1044.65,1,5,4,154,10,gold
15465.0,20,97,7354.62,4,4,5,445,13,platinum
15466.0,85,57,334.53,2,3,2,232,7,silver
15467.0,9,52,524.88,5,3,3,533,11,gold
15468.0,51,24,467.51,3,2,2,322,7,silver
15469.0,50,24,538.55,3,2,3,323,8,gold
15471.0,2,73,454.48,5,4,2,542,11,gold
15472.0,113,76,371.56,2,4,2,242,8,gold
15473.0,14,11,1771.2,5,1,4,514,10,gold
15475.0,77,29,454.10999999999996,2,2,2,222,6,silver
15478.0,40,44,1399.92,3,3,4,334,10,gold
15480.0,116,45,905.5,2,3,3,233,8,gold
15482.0,16,97,10879.76,4,4,5,445,13,platinum
15483.0,161,84,225.26,2,4,1,241,7,silver
15484.0,1,187,3590.41,5,5,5,555,15,platinum
15485.0,30,85,2564.5,4,4,5,445,13,platinum
15488.0,93,2,91.32000000000001,2,1,1,211,4,silver
15489.0,23,50,1134.28,4,3,4,434,11,gold
15491.0,95,154,3100.09,2,5,5,255,12,platinum
15492.0,28,35,659.4599999999999,4,3,3,433,10,gold
15493.0,33,289,1953.41,4,5,4,454,13,platinum
15494.0,21,122,1280.58,4,5,4,454,13,platinum
15497.0,18,15,1262.2,4,2,4,424,10,gold
15498.0,3,512,13316.4,5,5,5,555,15,platinum
15500.0,8,68,1131.56,5,4,4,544,13,platinum
15502.0,16,213,10384.93,4,5,5,455,14,platinum
15503.0,363,66,141.04,1,4,1,141,6,silver
15504.0,81,13,52.83,2,1,1,211,4,silver
15505.0,53,97,3610.96,3,4,5,345,12,platinum
15506.0,23,161,972.08,4,5,4,454,13,platinum
15507.0,172,45,475.86,2,3,2,232,7,silver
15508.0,189,92,1000.27,1,4,4,144,9,gold
15510.0,331,1,250.0,1,1,2,112,4,silver
15511.0,12,158,900.53,5,5,3,553,13,platinum
15512.0,156,7,121.0,2,1,1,211,4,silver
15513.0,33,308,14758.220000000001,4,5,5,455,14,platinum
15514.0,12,166,4023.7200000000003,5,5,5,555,15,platinum
15516.0,45,15,62.43,3,2,1,321,6,silver
15517.0,233,27,267.03,1,2,2,122,5,silver
15518.0,64,210,1921.55,3,5,4,354,12,platinum
15520.0,2,18,343.5,5,2,2,522,9,gold
15521.0,40,185,3000.2,3,5,5,355,13,platinum
15522.0,33,56,397.99,4,3,2,432,9,gold
15523.0,84,10,412.01000000000005,2,1,2,212,5,silver
15524.0,25,1,440.0,4,1,2,412,7,silver
15525.0,2,156,734.37,5,5,3,553,13,platinum
15526.0,33,4,148.44,4,1,1,411,6,silver
15527.0,19,162,2428.53,4,5,5,455,14,platinum
15528.0,254,26,229.33,1,2,1,121,4,silver
15529.0,23,662,3962.6,4,5,5,455,14,platinum
15530.0,22,107,1497.31,4,4,4,444,12,platinum
15531.0,8,219,1972.39,5,5,4,554,14,platinum
15532.0,25,251,1564.73,4,5,4,454,13,platinum
15533.0,19,83,807.57,4,4,3,443,11,gold
15535.0,173,72,502.9,2,4,3,243,9,gold
15537.0,163,24,110.92,2,2,1,221,5,silver
15539.0,7,41,538.46,5,3,3,533,11,gold
15540.0,11,15,213.3,5,2,1,521,8,gold
15541.0,114,29,85.13000000000001,2,2,1,221,5,silver
15543.0,288,28,127.86,1,2,1,121,4,silver
15544.0,9,259,3546.71,5,5,5,555,15,platinum
15545.0,54,80,288.96999999999997,3,4,2,342,9,gold
15547.0,7,695,4910.6,5,5,5,555,15,platinum
15549.0,77,114,1681.46,2,4,4,244,10,gold
15550.0,4,61,575.63,5,4,3,543,12,platinum
15551.0,37,29,436.06,3,2,2,322,7,silver
15552.0,217,17,90.12,1,2,1,121,4,silver
15553.0,60,55,428.93,3,3,2,332,8,gold
15554.0,278,14,217.2,1,1,1,111,3,silver
15555.0,12,887,4794.86,5,5,5,555,15,platinum
15556.0,24,31,279.77,4,3,2,432,9,gold
15557.0,29,19,468.91,4,2,2,422,8,gold
15561.0,12,27,800.59,5,2,3,523,10,gold
15562.0,352,1,134.55,1,1,1,111,3,silver
15563.0,22,113,1400.44,4,4,4,444,12,platinum
15565.0,50,8,173.16,3,1,1,311,5,silver
15567.0,19,7,186.01,4,1,1,411,6,silver
15568.0,3,53,758.29,5,3,3,533,11,gold
15569.0,104,31,1375.71,2,3,4,234,9,gold
15570.0,7,319,4148.82,5,5,5,555,15,platinum
15571.0,12,57,650.4300000000001,5,3,3,533,11,gold
15572.0,5,212,2533.42,5,5,5,555,15,platinum
15573.0,32,97,591.1899999999999,4,4,3,443,11,gold
15574.0,178,152,675.64,2,5,3,253,10,gold
15576.0,38,43,921.37,3,3,3,333,9,gold
15577.0,151,39,258.88,2,3,2,232,7,silver
15578.0,162,13,127.1,2,1,1,211,4,silver
15579.0,69,48,327.6,3,3,2,332,8,gold
15581.0,121,146,3675.77,2,5,5,255,12,platinum
15582.0,25,44,682.9100000000001,4,3,3,433,10,gold
15584.0,24,122,720.86,4,5,3,453,12,platinum
15585.0,177,31,455.3,2,3,2,232,7,silver
15587.0,50,9,913.6800000000001,3,1,3,313,7,silver
15589.0,256,29,478.53000000000003,1,2,2,122,5,silver
15592.0,47,24,388.58,3,2,2,322,7,silver
15593.0,71,5,199.8,3,1,1,311,5,silver
15594.0,16,103,1771.78,4,4,4,444,12,platinum
15596.0,101,77,1406.59,2,4,4,244,10,gold
15597.0,35,22,324.57,3,2,2,322,7,silver
15598.0,53,14,240.68,3,1,1,311,5,silver
15599.0,27,52,761.74,4,3,3,433,10,gold
15601.0,11,410,6776.56,5,5,5,555,15,platinum
15602.0,8,46,1297.8700000000001,5,3,4,534,12,platinum
15603.0,79,2,48.480000000000004,2,1,1,211,4,silver
15604.0,52,17,216.39,3,2,1,321,6,silver
15605.0,36,67,1198.23,3,4,4,344,11,gold
15606.0,61,77,2920.16,3,4,5,345,12,platinum
15607.0,337,13,104.76,1,1,1,111,3,silver
15608.0,28,60,1093.68,4,4,4,444,12,platinum
15609.0,184,16,298.48,1,2,2,122,5,silver
15610.0,52,6,112.46000000000001,3,1,1,311,5,silver
15611.0,10,43,1591.45,5,3,4,534,12,platinum
15612.0,36,6,195.15,3,1,1,311,5,silver
15615.0,10,423,10399.74,5,5,5,555,15,platinum
15618.0,33,45,776.851,4,3,3,433,10,gold
15619.0,11,3,336.40000000000003,5,1,2,512,8,gold
15620.0,57,100,1553.18,3,4,4,344,11,gold
15621.0,4,16,1293.03,5,2,4,524,11,gold
15622.0,43,185,3709.56,3,5,5,355,13,platinum
15623.0,141,19,301.03,2,2,2,222,6,silver
15624.0,117,34,588.13,2,3,3,233,8,gold
15625.0,104,64,1534.26,2,4,4,244,10,gold
15626.0,75,49,675.8,2,3,3,233,8,gold
15628.0,5,155,2870.2400000000002,5,5,5,555,15,platinum
15630.0,45,60,1186.35,3,4,4,344,11,gold
15632.0,16,167,3285.31,4,5,5,455,14,platinum
15634.0,17,15,243.55,4,2,1,421,7,silver
15636.0,90,25,724.76,2,2,3,223,7,silver
15637.0,53,15,223.36,3,2,1,321,6,silver
15639.0,134,25,425.32,2,2,2,222,6,silver
15640.0,4,476,12416.11,5,5,5,555,15,platinum
15641.0,105,119,1887.2,2,4,4,244,10,gold
15643.0,192,33,664.0,1,3,3,133,7,silver
15644.0,166,232,803.54,2,5,3,253,10,gold
15645.0,19,52,612.01,4,3,3,433,10,gold
15646.0,158,35,447.64000000000004,2,3,2,232,7,silver
15648.0,204,24,639.5,1,2,3,123,6,silver
15649.0,336,2,816.0,1,1,3,113,5,silver
15651.0,37,32,646.3,3,3,3,333,9,gold
15652.0,91,21,337.74,2,2,2,222,6,silver
15653.0,93,6,877.4399999999999,2,1,3,213,6,silver
15654.0,9,21,922.53,5,2,3,523,10,gold
15655.0,243,34,560.67,1,3,3,133,7,silver
15656.0,45,47,748.5,3,3,3,333,9,gold
15657.0,23,1,30.0,4,1,1,411,6,silver
15658.0,190,48,1024.1000000000001,1,3,4,134,8,gold
15659.0,44,11,306.45,3,1,2,312,6,silver
15660.0,25,90,1600.86,4,4,4,444,12,platinum
15661.0,317,5,309.8,1,1,2,112,4,silver
15663.0,106,9,138.14,2,1,1,211,4,silver
15664.0,51,17,386.43,3,2,2,322,7,silver
15665.0,168,115,2222.21,2,4,5,245,11,gold
15667.0,40,13,301.32,3,1,2,312,6,silver
15668.0,218,1,76.32000000000001,1,1,1,111,3,silver
15669.0,40,33,684.34,3,3,3,333,9,gold
15670.0,297,12,173.05,1,1,1,111,3,silver
15671.0,19,78,2657.13,4,4,5,445,13,platinum
15673.0,88,138,2726.23,2,5,5,255,12,platinum
15674.0,73,114,2446.6,2,4,5,245,11,gold
15675.0,81,21,323.69,2,2,2,222,6,silver
15676.0,19,202,3435.76,4,5,5,455,14,platinum
15677.0,49,33,657.23,3,3,3,333,9,gold
15678.0,53,12,352.7,3,1,2,312,6,silver
15679.0,24,110,781.28,4,4,3,443,11,gold
15680.0,9,78,1333.68,5,4,4,544,13,platinum
15681.0,25,53,1426.16,4,3,4,434,11,gold
15683.0,117,10,193.75,2,1,1,211,4,silver
15687.0,9,166,2993.1,5,5,5,555,15,platinum
15689.0,120,9,254.1,2,1,2,212,5,silver
15690.0,4,19,239.76,5,2,1,521,8,gold
15691.0,252,2,136.8,1,1,1,111,3,silver
15692.0,28,12,191.04,4,1,1,411,6,silver
15694.0,1,78,6479.4,5,4,5,545,14,platinum
15695.0,267,22,409.98,1,2,2,122,5,silver
15696.0,33,168,2711.11,4,5,5,455,14,platinum
15699.0,18,18,309.65,4,2,2,422,8,gold
15700.0,172,86,696.68,2,4,3,243,9,gold
15701.0,2,230,1529.0,5,5,4,554,14,platinum
15703.0,265,5,211.5,1,1,1,111,3,silver
15704.0,140,117,2293.62,2,4,5,245,11,gold
15705.0,201,6,143.1,1,1,1,111,3,silver
15706.0,64,55,1060.56,3,3,4,334,10,gold
15707.0,35,205,916.98,3,5,3,353,11,gold
15708.0,41,273,3235.25,3,5,5,355,13,platinum
15709.0,284,6,133.25,1,1,1,111,3,silver
15712.0,9,53,1072.3600000000001,5,3,4,534,12,platinum
15713.0,143,19,356.7,2,2,2,222,6,silver
15714.0,12,34,330.03000000000003,5,3,2,532,10,gold
15716.0,146,117,1101.1100000000001,2,4,4,244,10,gold
15717.0,234,7,150.3,1,1,1,111,3,silver
15719.0,33,931,5030.07,4,5,5,455,14,platinum
15720.0,24,128,598.73,4,5,3,453,12,platinum
15721.0,12,84,471.40000000000003,5,4,2,542,11,gold
15722.0,36,67,2211.21,3,4,5,345,12,platinum
15723.0,365,38,190.7,1,3,1,131,5,silver
15724.0,201,11,218.25,1,1,1,111,3,silver
15725.0,15,32,415.25,4,3,2,432,9,gold
15727.0,17,301,5159.06,4,5,5,455,14,platinum
15729.0,213,5,85.0,1,1,1,111,3,silver
15730.0,66,70,1120.88,3,4,4,344,11,gold
15732.0,212,14,294.12,1,1,2,112,4,silver
15733.0,283,10,162.3,1,1,1,111,3,silver
15734.0,115,26,1339.45,2,2,4,224,8,gold
15737.0,15,71,1188.1200000000001,4,4,4,444,12,platinum
15738.0,19,173,4812.42,4,5,5,455,14,platinum
15739.0,66,8,449.12,3,1,2,312,6,silver
15740.0,49,9,154.88,3,1,1,311,5,silver
15743.0,16,86,775.96,4,4,3,443,11,gold
15744.0,78,3,34.8,2,1,1,211,4,silver
15745.0,19,62,1094.59,4,4,4,444,12,platinum
15746.0,134,28,196.88,2,2,1,221,5,silver
15747.0,13,90,946.64,5,4,4,544,13,platinum
15748.0,40,20,144.36,3,2,1,321,6,silver
15749.0,235,10,44534.3,1,1,5,115,7,silver
15750.0,3,291,2463.05,5,5,5,555,15,platinum
15752.0,40,405,2626.6,3,5,5,355,13,platinum
15753.0,305,1,79.2,1,1,1,111,3,silver
15754.0,51,28,458.57,3,2,2,322,7,silver
15755.0,10,141,2364.25,5,5,5,555,15,platinum
15756.0,61,191,528.01,3,5,3,353,11,gold
15757.0,66,45,714.42,3,3,3,333,9,gold
15758.0,25,9,205.25,4,1,1,411,6,silver
15759.0,218,7,253.04,1,1,2,112,4,silver
15762.0,65,37,583.75,3,3,3,333,9,gold
15763.0,32,61,1086.92,4,4,4,444,12,platinum
15764.0,88,180,3279.97,2,5,5,255,12,platinum
15766.0,64,11,315.06,3,1,2,312,6,silver
15768.0,116,27,621.8299999999999,2,2,3,223,7,silver
15769.0,7,130,56252.72,5,5,5,555,15,platinum
15773.0,6,10,635.6800000000001,5,1,3,513,9,gold
15774.0,69,25,270.8,3,2,2,322,7,silver
15775.0,245,7,104.9,1,1,1,111,3,silver
15776.0,133,18,241.62,2,2,1,221,5,silver
15777.0,241,21,1047.11,1,2,4,124,7,silver
15780.0,184,29,475.28000000000003,1,2,2,122,5,silver
15781.0,25,20,345.46,4,2,2,422,8,gold
15782.0,10,43,2614.7400000000002,5,3,5,535,13,platinum
15783.0,11,14,246.3,5,1,1,511,7,silver
15785.0,33,83,2328.9700000000003,4,4,5,445,13,platinum
15786.0,46,266,4919.0,3,5,5,355,13,platinum
15787.0,26,200,933.26,4,5,4,454,13,platinum
15789.0,358,25,351.3,1,2,2,122,5,silver
15790.0,10,34,218.75,5,3,1,531,9,gold
15791.0,44,75,1612.69,3,4,4,344,11,gold
15793.0,15,12,965.61,4,1,4,414,9,gold
15795.0,150,42,610.01,2,3,3,233,8,gold
15796.0,1,132,2708.61,5,5,5,555,15,platinum
15797.0,113,8,2207.4,2,1,5,215,8,gold
15799.0,76,98,884.14,2,4,3,243,9,gold
15800.0,107,117,696.89,2,4,3,243,9,gold
15801.0,46,64,1063.95,3,4,4,344,11,gold
15802.0,143,1,451.42,2,1,2,212,5,silver
15803.0,51,8,415.82000000000005,3,1,2,312,6,silver
15804.0,1,262,4206.39,5,5,5,555,15,platinum
15805.0,23,299,5488.18,4,5,5,455,14,platinum
15806.0,46,31,784.58,3,3,3,333,9,gold
15807.0,50,48,903.9,3,3,3,333,9,gold
15808.0,306,195,3651.27,1,5,5,155,11,gold
15809.0,36,35,515.77,3,3,3,333,9,gold
15810.0,79,89,1391.98,2,4,4,244,10,gold
15811.0,22,133,2218.62,4,5,5,455,14,platinum
15812.0,107,41,1801.14,2,3,4,234,9,gold
15813.0,208,40,1303.9099999999999,1,3,4,134,8,gold
15814.0,17,72,1945.33,4,4,4,444,12,platinum
15815.0,64,49,2100.6,3,3,5,335,11,gold
15819.0,49,123,1905.45,3,5,4,354,12,platinum
15820.0,320,17,206.98,1,2,1,121,4,silver
15821.0,44,62,570.96,3,4,3,343,10,gold
15822.0,3,33,885.47,5,3,3,533,11,gold
15823.0,372,1,15.0,1,1,1,111,3,silver
15825.0,172,20,532.94,2,2,3,223,7,silver
15826.0,56,68,1654.31,3,4,4,344,11,gold
15827.0,73,115,1836.0900000000001,2,4,4,244,10,gold
15829.0,99,51,636.14,2,3,3,233,8,gold
15830.0,38,39,576.0,3,3,3,333,9,gold
15831.0,58,66,794.64,3,4,3,343,10,gold
15832.0,254,54,836.79,1,3,3,133,7,silver
15834.0,70,269,2225.15,3,5,5,355,13,platinum
15835.0,44,50,954.09,3,3,4,334,10,gold
15836.0,50,10,137.37,3,1,1,311,5,silver
15837.0,65,24,391.98,3,2,2,322,7,silver
15838.0,11,167,33643.08,5,5,5,555,15,platinum
15839.0,33,62,1048.49,4,4,4,444,12,platinum
15840.0,59,27,355.56,3,2,2,322,7,silver
15841.0,73,47,1224.06,2,3,4,234,9,gold
15843.0,304,8,118.95000000000002,1,1,1,111,3,silver
15844.0,46,11,130.73999999999998,3,1,1,311,5,silver
15845.0,18,138,3711.77,4,5,5,455,14,platinum
15847.0,38,22,389.27,3,2,2,322,7,silver
15850.0,19,93,234.88,4,4,1,441,9,gold
15852.0,187,22,160.71,1,2,1,121,4,silver
15853.0,52,30,110.8,3,3,1,331,7,silver
15854.0,4,138,2969.12,5,5,5,555,15,platinum
15855.0,137,80,712.24,2,4,3,243,9,gold
15856.0,4,628,16143.64,5,5,5,555,15,platinum
15857.0,19,14,297.0,4,1,2,412,7,silver
15858.0,16,188,1427.57,4,5,4,454,13,platinum
15860.0,41,139,965.16,3,5,4,354,12,platinum
15861.0,12,540,3146.92,5,5,5,555,15,platinum
15862.0,8,147,832.88,5,5,3,553,13,platinum
15863.0,26,18,68.84,4,2,1,421,7,silver
15864.0,22,20,1936.3200000000002,4,2,4,424,10,gold
15865.0,41,40,895.13,3,3,3,333,9,gold
15866.0,101,43,211.89,2,3,1,231,6,silver
15867.0,5,459,3810.14,5,5,5,555,15,platinum
15869.0,277,15,149.64,1,2,1,121,4,silver
15870.0,33,74,351.44,4,4,2,442,10,gold
15872.0,15,108,316.25,4,4,2,442,10,gold
15874.0,64,120,4405.88,3,4,5,345,12,platinum
15877.0,2,126,490.33,5,5,3,553,13,platinum
15880.0,369,96,329.03000000000003,1,4,2,142,7,silver
15881.0,312,29,501.39000000000004,1,2,3,123,6,silver
15882.0,199,23,516.36,1,2,3,123,6,silver
15883.0,2,49,396.48,5,3,2,532,10,gold
15885.0,93,18,379.35,2,2,2,222,6,silver
15886.0,60,12,181.09,3,1,1,311,5,silver
15888.0,81,12,168.31,2,1,1,211,4,silver
15889.0,157,85,420.07,2,4,2,242,8,gold
15891.0,227,60,511.68,1,4,3,143,8,gold
15894.0,253,37,258.25,1,3,2,132,6,silver
15895.0,150,11,179.17,2,1,1,211,4,silver
15897.0,194,22,208.59,1,2,1,121,4,silver
15898.0,1,84,1383.83,5,4,4,544,13,platinum
15899.0,369,4,56.25,1,1,1,111,3,silver
15900.0,24,47,337.28,4,3,2,432,9,gold
15901.0,17,111,351.73,4,4,2,442,10,gold
15903.0,10,74,5126.76,5,4,5,545,14,platinum
15904.0,8,30,164.68,5,3,1,531,9,gold
15906.0,20,150,1567.69,4,5,4,454,13,platinum
15907.0,4,226,882.72,5,5,3,553,13,platinum
15909.0,174,7,191.94,2,1,1,211,4,silver
15910.0,1,266,1228.88,5,5,4,554,14,platinum
15912.0,178,19,264.62,2,2,2,222,6,silver
15916.0,16,151,1502.8600000000001,4,5,4,454,13,platinum
15917.0,248,12,123.1,1,1,1,111,3,silver
15918.0,191,40,334.23,1,3,2,132,6,silver
15919.0,20,122,525.69,4,5,3,453,12,platinum
15920.0,154,60,167.5,2,4,1,241,7,silver
15921.0,173,24,323.03000000000003,2,2,2,222,6,silver
15922.0,373,11,369.5,1,1,2,112,4,silver
15923.0,373,21,127.08,1,2,1,121,4,silver
15925.0,194,12,207.15,1,1,1,111,3,silver
15930.0,67,21,426.63,3,2,2,322,7,silver
15932.0,4,115,2495.87,5,4,5,545,14,platinum
15933.0,21,74,1107.46,4,4,4,444,12,platinum
15935.0,239,12,416.86,1,1,2,112,4,silver
15937.0,64,7,145.35,3,1,1,311,5,silver
15938.0,112,18,404.58,2,2,2,222,6,silver
15939.0,90,76,6115.01,2,4,5,245,11,gold
15940.0,311,1,35.8,1,1,1,111,3,silver
15942.0,134,14,337.44,2,1,2,212,5,silver
15944.0,277,6,325.1,1,1,2,112,4,silver
15945.0,365,2,181.0,1,1,1,111,3,silver
15947.0,83,29,1708.24,2,2,4,224,8,gold
15948.0,8,60,955.24,5,4,4,544,13,platinum
15949.0,17,19,364.72,4,2,2,422,8,gold
15950.0,32,97,1744.71,4,4,4,444,12,platinum
15951.0,9,41,708.22,5,3,3,533,11,gold
15952.0,34,84,781.91,3,4,3,343,10,gold
15953.0,15,97,1657.28,4,4,4,444,12,platinum
15955.0,24,183,4416.26,4,5,5,455,14,platinum
15957.0,32,42,428.89,4,3,2,432,9,gold
15958.0,74,7,104.35,2,1,1,211,4,silver
15963.0,20,28,470.76,4,2,2,422,8,gold
15965.0,17,111,808.87,4,4,3,443,11,gold
15967.0,23,80,397.68,4,4,2,442,10,gold
15969.0,3,20,666.1,5,2,3,523,10,gold
15970.0,304,11,314.1,1,1,2,112,4,silver
15971.0,18,35,4199.85,4,3,5,435,12,platinum
15973.0,367,4,307.82000000000005,1,1,2,112,4,silver
15974.0,39,176,3442.15,3,5,5,355,13,platinum
15975.0,84,24,371.01,2,2,2,222,6,silver
15976.0,165,96,427.64,2,4,2,242,8,gold
15977.0,17,65,1054.73,4,4,4,444,12,platinum
15978.0,77,49,1098.78,2,3,4,234,9,gold
15980.0,89,43,2398.86,2,3,5,235,10,gold
15981.0,25,97,3408.48,4,4,5,445,13,platinum
15983.0,22,112,1465.12,4,4,4,444,12,platinum
15984.0,3,258,2780.63,5,5,5,555,15,platinum
15985.0,123,37,1142.42,2,3,4,234,9,gold
15986.0,30,14,168.12,4,1,1,411,6,silver
15987.0,12,128,1432.77,5,5,4,554,14,platinum
15988.0,19,26,156.78,4,2,1,421,7,silver
15990.0,44,52,792.11,3,3,3,333,9,gold
15992.0,4,3,41.989999999999995,5,1,1,511,7,silver
