"고정형CCTV지번주소","위도","경도","자치구","단속지점명","현장구분"
"고척2동 산9-14","37.5053132","126.8535956","구로구","고척근린공원도서관앞","불법주정차구역"
"개봉2동 403-222","37.4917801","126.8561953","구로구","제오헤어앞","불법주정차구역"
"고척1동 66-28","37.4962666","126.8649648","구로구","경인고등학교","불법주정차구역"
"구로3동 777-1","37.486886","126.8902103","구로구","꿈마을도서관","불법주정차구역"
"구로5동 50-9","37.5050916","126.8927543","구로구","구로누리배드민턴장","불법주정차구역"
"고척1동 77","37.500501","126.8642392","구로구","청구아파트상가동","불법주정차구역"
"고척1동 46-66","37.5035341","126.8638553","구로구","파리바게트","불법주정차구역"
"구로3동 191-7","37.4857082","126.8960739","구로구","에이스테크노타워 8차","불법주정차구역"
"구로5동 569-3","37.5021164","126.8828067","구로구","SK뷰 정문 앞","불법주정차구역"
"휘경동 49-181","37.58131","127.073465","동대문구","장안벚꽃로5길(휘경베스트빌)","불법주정차구역"
"제기동 922","37.581361873094444","127.03861397810442","동대문구","개성건강마을 (경동시장)","불법주정차구역"
"제기동 1034","37.58030774668872","127.0385030529972","동대문구","서울상회 (농협경동시장)","불법주정차구역"
"이문2동 257-348","37.60123224788201","127.06209095714548","동대문구","이문로161-1(도미노피자)","불법주정차구역"
"답십리동 994","37.5668003","127.053827","동대문구","고미술로 한화아파트","불법주정차구역"
"이문2동 291-31","37.598489037706265","127.06150549919144","동대문구","이문로133(이마트)","불법주정차구역"
"휘경1동 146-11","37.59421124627796","127.06628603109155","동대문구","휘경로60(sk뷰아파트)","불법주정차구역"
"장안1동 412-1","37.563811136582835","127.05887370045678","동대문구","한천로4길(부품상가1)","불법주정차구역"
"답십리2동 952-6","37.564358217961235","127.05942025740336","동대문구","한천로17(부품상가나동)","불법주정차구역"
"방배3동 981-40","37.48012221","126.9951182","서초구","브루운스톤효령아파트주변","불법주정차구역"
"서초1동 1603-1","37.48582072","127.0158163","서초구","블루핀타워 주변","불법주정차구역"
"서초3동 1587","37.48530165","127.0144744","서초구","비씨카드 주변","불법주정차구역"
"서초2동 1362-9","37.48567708","127.0323581","서초구","브니엘빌딩주변","불법주정차구역"
"방배2동 445-5","37.47724709","126.9818165","서초구","사당역13번출구 주변","불법주정차구역"
"방배2동 2525-1","37.47508151","126.9818975","서초구","사당역3번출구주변","불법주정차구역"
"서초2동 1359-12","37.48550755","127.0316306","서초구","사도감공원 주변","불법주정차구역"
"서울 중랑구 상봉동 83","37.59638","127.09292","중랑구","상봉터미널","불법주정차구역"
"서울 중랑구 묵동 266-38","37.61593","127.0774","중랑구","동양쇼핑 지리산흑돼지 앞","불법주정차구역"
"서울 중랑구 상봉동 397-2","37.59682","127.09186","중랑구","한일써너스빌 듀오트리스 골목","불법주정차구역"
"서울 중랑구 면목동 632-3","37.57803","127.08581","중랑구","우리은행 면남초등학교","불법주정차구역"
"서울 중랑구 면목동 1503-12","37.59112","127.08566","중랑구","우정아파트 주변 제일익스프레스 앞","불법주정차구역"
"구로3동 794-33","37.4861325","126.8874457","구로구","에덴빌딩","불법주정차구역"
"구로4동 738-71","37.4872854","126.8851625","구로구","구로동로 96 순금당","불법주정차구역"
"구로4동 806-81","37.4859626","126.8857775","구로구","시몬빌딩 앞","불법주정차구역"
"구로동1127-35 ","37.4833294","126.8997578","구로구","하나저축은행 앞","불법주정차구역"
"신도림동437-1 ","37.5058102","126.8833363","구로구","태영상가","불법주정차구역"
"신도림동 330-51","37.5111668","126.8890403","구로구","신도림2차푸르지오A","불법주정차구역"
"개봉1동 181-5","37.4953551","126.8588966","구로구","개봉역북부광장","불법주정차구역"
"구로3동 187-10","37.4850337","126.8981323","구로구","서울관악고용센터 앞","불법주정차구역"
"오류1동 52-7","37.4953307","126.8437888","구로구","오류역","불법주정차구역"
"구로3동 218-8","37.4831341","126.8950428","구로구","대륭포스트타워1차","불법주정차구역"
"구로2동 612-7","37.5052129","126.8768639","구로구","형제빌딩 앞","불법주정차구역"
"신도림동 692-3","37.5098927","126.8901652","구로구","디큐브시티","불법주정차구역"
"신도림동 402-3","37.5054673","126.8772521","구로구","천강아파트형공장","불법주정차구역"
"구로5동 501","37.4861325","126.8874457","구로구","애경백화점","불법주정차구역"
"오류2동136-34","37.4872854","126.8851625","구로구","푸르지오아파트후문","불법주정차구역"
"오류2동 352-2","37.4859626","126.8857775","구로구","천왕이펜하우스1단지앞","불법주정차구역"
"구로3동 197-13","37.4833294","126.8997578","구로구","이엔씨벤처 5차","불법주정차구역"
"구로5동 501","37.5058102","126.8833363","구로구","신구로자이아파트 앞","불법주정차구역"
"오류1동 46-1","37.5111668","126.8890403","구로구","이좋은집 앞","불법주정차구역"
"고척1동 50-48","37.4953551","126.8588966","구로구","고척쇼핑밑정류장","불법주정차구역"
"고척2동 253-33","37.4850337","126.8981323","구로구","세곡초등학교 앞","불법주정차구역"
"장안1동 218-9","37.56598752017292","127.06233051621863","동대문구","한천로10길(장안위더스빌)","불법주정차구역"
"장안1동 237-2","37.565211","127.060872","동대문구","한천로34(부품상가3)","불법주정차구역"
"답십리1동 530-17","37.56542509665979","127.05646405689778","동대문구","황물로168(답십리치안센터)","불법주정차구역"
"답십리2동 959-18","37.564410756611494","127.05794886940877","동대문구","황물로185-1(무학성건너편)","불법주정차구역"
"회기동 16-42","37.59285988711996","127.05261514381037","동대문구","경희학원 마을버스정류장앞","불법주정차구역"
"장안1동 337-8","37.57040927877902","127.07383491181505","동대문구","현대홈타운110동 경비실앞","불법주정차구역"
"휘경1동 183-110","37.5910605376858","127.05665608992524","동대문구","이문로42","불법주정차구역"
"용두동 250-46","37.57152990522668","127.0304586681222","동대문구","현대금속","불법주정차구역"
"휘경2동 49-324","37.58431437376344","127.06928882757566","동대문구","휘경공고","불법주정차구역"
"서초3동 1541-1","37.49002025","127.0077391","서초구","사랑의교회주차장입구주변","불법주정차구역"
"반포4동 58-7","37.5039641","127.0101721","서초구","삼공빌딩주변","불법주정차구역"
"서초4동 1308-1","37.5015011","127.0240071","서초구","삼미빌딩 주변","불법주정차구역"
"서초3동 1541-1","37.49083831","127.0080405","서초구","사랑의교회정문주변","불법주정차구역"
"양재1동 678","37.46592151","127.0226936","서초구","삼성RND2단지주변","불법주정차구역"
"서울 중랑구 망우동 403-60","37.59546","127.10012","중랑구","우림시장 오거리 베스킨라빈스","불법주정차구역"
"서울 중랑구 묵동 241-13","37.60951","127.0742","중랑구","묵현초등학교 기림빌딩","불법주정차구역"
"서울 중랑구 면목동 1506-3","37.5876","127.08403","중랑구","마젤란아파트 사거리","불법주정차구역"
"구로2동 463-32","37.4953307","126.8437888","구로구","초롱타운 앞","불법주정차구역"
"구로3동 170-6","37.4831341","126.8950428","구로구","대륭 7차앞 삼거리","불법주정차구역"
"개봉3동 358-22","37.5052129","126.8768639","구로구","자동차 진료센터 앞","불법주정차구역"
"구로4동805-22 ","37.5098927","126.8901652","구로구","남구로역 삼거리","불법주정차구역"
"구로3동 1131-1","37.5054673","126.8772521","구로구","기아자동차뒷편","불법주정차구역"
"구로2동 409-60","37.4939957","126.8829074","구로구","소방서 앞","불법주정차구역"
"고척1동 63-12","37.5014901","126.8649704","구로구","고척1동 동아인테리어 앞","불법주정차구역"
"오류1동 66","37.4954399","126.8445272","구로구","코레일오류동어린이집","불법주정차구역"
"오류1동 64-25","37.4961426","126.8471275","구로구","오류행복주택 앞","불법주정차구역"
"고척2동 194-7","37.5063054","126.8586898","구로구","새마을금고앞","불법주정차구역"
"고척2동 165-18","37.5047931","126.8546978","구로구","고척119안전센터옆","불법주정차구역"
"구로2동 604-1","37.503952","126.8787695","구로구","공구상가주차장입구","불법주정차구역"
"구로2동 597-47","37.5018364","126.8783967","구로구","구로역지하차도옆","불법주정차구역"
"개봉2동 403-53","37.4913139","126.8558316","구로구","기업은행건너편 ","불법주정차구역"
"세종로 81-3","37.571736","126.975468","종로구","광화문역 5호선 8번출구 주변","불법주정차구역"
"신문로1가163","37.569537","126.974443","종로구","광화문오피시아빌딩 주변","불법주정차구역"
"경운동 63-10","37.574267","126.987055","종로구","교동초교 주변","불법주정차구역"
"경운동 88","37.575367","126.986563","종로구","수운회관 주변","불법주정차구역"
"낙원동 288","37.571041","126.987806","종로구","종로2가 낙원상가 주변","불법주정차구역"
"낙원동 237-2","37.572472","126.988537","종로구","종로3가역 5호선 5번출구 주변","불법주정차구역"
"낙원동 210","37.571491","126.989158","종로구","파고다타운(수표로) 주변","불법주정차구역"
"관수동 15","37.569292","126.989556","종로구","세종주차장 주변","불법주정차구역"
"내자동201-11","37.574424","126.971579","종로구","서울지방경찰청 정문 주변","불법주정차구역"
"필운동 142","37.576275","126.969346","종로구","사직동주민센터 주변","불법주정차구역"
"종로6가264-1","37.570867","127.006829","종로구","IBK기업은행 종로6가지점 주변","불법주정차구역"
"사직동 9","37.574719","126.970242","종로구","광화문풍림스페이스본1단지 주변","불법주정차구역"
"무악동 45-20","37.574786","126.958525","종로구","무악현대아파트 주변","불법주정차구역"
"구기동 85-9","37.608028","126.957646","종로구","구기터널교차로주변 ","불법주정차구역"
"서초1동 1641-1","37.49335778","127.0190191","서초구","삼성래미안(아)101동주변","불법주정차구역"
"양재2동 207-4","37.46500905","127.0354353","서초구","삼성빌리지주변","불법주정차구역"
"양재1동 686","37.46520227","127.0211774","서초구","삼성프라자주변","불법주정차구역"
"서초2동 1327-35","37.49446259","127.0285216","서초구","삼성화재후문 주변","불법주정차구역"
"방배3동 1024-6","37.4768356","127.0007757","서초구","삼원빌딩주변","불법주정차구역"
"방배3동 1018-1","37.47837276","127.0011837","서초구","삼익아파트주변","불법주정차구역"
"은천동942-29","37.485202","126.93928","관악구","P6004-2 봉천로27길 20 선봉어린이공원 주변","불법주정차구역"
"보라매동692-30","37.490334","126.9293","관악구","P6016 보라매로2길 23 당곡초등학교 부근","불법주정차구역"
"신림동1459-1","37.487049","126.926","관악구","P6033 신림동길 25 소망공인중개사 사거리 부근","불법주정차구역"
"은천동942-29","37.485202","126.93928","관악구","P6004 은천동 942-29와 943-24 (선봉어린이집 앞)","불법주정차구역"
"신림동1433-148","37.484418","126.92626","관악구","P6035 관천로 54-1 부근","불법주정차구역"
"신림동1433-43","37.484369","126.92927","관악구","P6036 남부순환로 1607 신림역5번출구 부근","불법주정차구역"
"신림동1461-5","37.485682","126.9265","관악구","P6040 신림동7길 30 정경빌 부근","불법주정차구역"
"은천동635-301","37.488696","126.94161","관악구","P9002 국회단지길 70 은혜교회 부근","불법주정차구역"
"청룡동920","37.480215","126.94267","관악구","P9008 청룡4길 49 관악초교 부근","불법주정차구역"
"서울 중랑구 묵동 164-27","37.61504","127.078843","중랑구","자이아파트1단지 사거리","불법주정차구역"
"서울 중랑구 면목동 458-76","37.58228","127.08865","중랑구","사가정 신한은행","불법주정차구역"
"서울 중랑구 묵동 175-7","37.6123842054697","127.077680213483","중랑구","묵동삼거리 베스킨라빈스","불법주정차구역"
"신영동 16","37.604895","126.961184","종로구","국민은행 세검정지점 주변","불법주정차구역"
"통의동 49-1","37.576586","126.97262","종로구","경복궁역 3번출구 주변","불법주정차구역"
"체부동 45-1","37.577275","126.972047","종로구","자하문로13-1 주변","불법주정차구역"
"통인동 156-2","37.578599","126.971495","종로구","우리은행 효자동지점 주변","불법주정차구역"
"옥인동 18","37.582454","126.970463","종로구","옥인교회(통인시장~신교동R) 주변","불법주정차구역"
"청운동 50-31","37.586539","126.969656","종로구","청운초교 주변","불법주정차구역"
"부암동 185-4","37.598034","126.962094","종로구","우리은행 자하문지점 주변","불법주정차구역"
"부암동 237-26","37.593047","126.965849","종로구","계열사 주변","불법주정차구역"
"평창동 158-1","37.60649","126.969103","종로구","글로리아타운 주변","불법주정차구역"
"평창동 230-3","37.605652","126.967231","종로구","종로구치매지원센터 주변","불법주정차구역"
"예지동 165-2","37.569667","126.997688","종로구","광장시장 서문 주변","불법주정차구역"
"가회동30-2","37.581691","126.984999","종로구","가회동성당 주변","불법주정차구역"
"가회동 210","37.579201","126.985468","종로구","재동초교 주변","불법주정차구역"
"소격동 144-2","37.579527","126.982146","종로구","정독도서관 주변","불법주정차구역"
"청진동 45-2","37.572121","126.981492","종로구","두산위브파빌리온 주변","불법주정차구역"
"관훈동 168","37.574387","126.984272","종로구","북인사마당 주변","불법주정차구역"
"관훈동 37","37.573954","126.985022","종로구","수도온누리약국 주변","불법주정차구역"
"인사동 179-2","37.572939","126.986203","종로구","인사동길새마을금고 본점 주변","불법주정차구역"
"장안1동 440-8","37.56343197021585","127.07237642233767","동대문구","상록파라브아파트","불법주정차구역"
"휘경동 57","37.58234368140836","127.07265228843035","동대문구","휘경주공107동 앞","불법주정차구역"
"이문1동 288-37","37.596092577445994","127.0611666528985","동대문구","예체안경 앞","불법주정차구역"
"휘경1동 150-47","37.59463787522692","127.06464453587183","동대문구","다솔어린이집 (T월드대리점)앞","불법주정차구역"
"이문1동 268-3","37.59792441973785","127.06004143782665","동대문구","푸른숲어린이집","불법주정차구역"
"이문1동 264-210","37.59862153487213","127.05783950517927","동대문구","외대후문 (삼성래미안삼거리)","불법주정차구역"
"장안2동 335-10","37.57162180500978","127.07272677032209","동대문구","바우하우스후면 (늘봄어린이공원)","불법주정차구역"
"용두동 39-951","37.575041193313375","127.03923899081889","동대문구","구청 주차장 입구","불법주정차구역"
"제기동 591-15","37.58303443868478","127.0416433458974","동대문구","제기동 새마을금고앞","불법주정차구역"
"용두동 235-1","37.57542218138148","127.03054232598063","동대문구","동부시립병원건너편","불법주정차구역"
"장안2동 330-5","37.57291400960826","127.07389115443699","동대문구","장안래미안2차상가","불법주정차구역"
"전농2동 150-8","37.583678104557556","127.05409464193414","동대문구","시립대 입구","불법주정차구역"
"장안2동 94-27","37.58177023264343","127.0711176927247","동대문구","휘경주공104동 후문","불법주정차구역"
"대학동1514-4","37.470504","126.93497","관악구","P9024 호암로26길 21 관악청소년회관 부근","불법주정차구역"
"청룡동920","37.481085","126.94331","관악구","S0001 청룡4길 49 관악초교 부근","불법주정차구역"
"성현동480-90","37.488905","126.94743","관악구","S0003 은천로 19길 47 구암초교 부근","불법주정차구역"
"난곡동711-136","37.469694","126.91737","관악구","S0005 난곡로35길 102 난곡초등학교 부근","불법주정차구역"
"미성동589-1","37.476179","126.91786","관악구","S0007 난우길 40 난우초교 부근","불법주정차구역"
"난향동672","37.462727","126.91767","관악구","S0009 난향길 9 난향초교 부근","불법주정차구역"
"서원동84-22","37.4822","126.93061","관악구","P9018 신림로58길 10 왕성교회 부근","불법주정차구역"
"신사동467","37.48549","126.9229","관악구","S0011 남부순환로163길 14 남부초교 부근","불법주정차구역"
"보라매동695-1","37.489965","126.92936","관악구","S0013 보라매로2길 23 당곡초교 부근","불법주정차구역"
"미성동768-23","37.477342","126.9119","관악구","S0015 문성로 79 미성초등학교 부근","불법주정차구역"
"행운동28-25","37.483146","126.957","관악구","S0017 행운1라길 11 봉천초교 부근","불법주정차구역"
"서울 중랑구 면목동 1518","37.58006","127.07951","중랑구","신우아파트","불법주정차구역"
"인사동 137-2","37.571741","126.986947","종로구","남인사마당 주변","불법주정차구역"
"묘동 121","37.573543","126.991329","종로구","삼화페인트 주변","불법주정차구역"
"묘동 70-1","37.571712","126.991921","종로구","청룡귀금속 주변","불법주정차구역"
"관수동 68","37.569306","126.992144","종로구","서울극장 주변","불법주정차구역"
"충신동 179-10","37.573646","127.005786","종로구","충신시장입구 교차로(김상옥로) 주변","불법주정차구역"
"효제동 273","37.573364","127.003683","종로구","효제초교 후문 주변","불법주정차구역"
"명륜2가 142-2","37.584326","126.997443","종로구","성대정문 주변","불법주정차구역"
"종로3가 115","37.570144","126.990433","종로구","종로3가역 1호선 15번출구 주변","불법주정차구역"
"종로3가 37-7","37.570618","126.993308","종로구","종로3가역 1호선 11번출구 주변","불법주정차구역"
"종로3가 163","37.570313","126.994086","종로구","종묘광장공원 주변","불법주정차구역"
"종로5가 138-8","37.570772","127.000633","종로구","광장시장 북문/보령약국 주변","불법주정차구역"
"종로5가 193-1","37.570864","127.003371","종로구","종로5가백화점약국 주변","불법주정차구역"
"종로5가 231-1","37.570881","127.004878","종로구","종로신진시장 주변","불법주정차구역"
"창신동465 ","37.571567","127.010944","종로구","동대문역 1호선 1번출구 주변","불법주정차구역"
"창신동 457-3","37.571653","127.01308","종로구","문구완구골목(우일완구) 주변","불법주정차구역"
"창신동 455-15","37.571459","127.014138","종로구","문구완구골목(승진완구) 주변","불법주정차구역"
"창신동 81-2","37.574349","127.015563","종로구","동묘앞역 롯데캐슬천지인 주변","불법주정차구역"
"창신동 393-18","37.570949","127.015626","종로구","창신제1동주민센터 주변","불법주정차구역"
"숭인동 61-66","37.576186","127.015656","종로구","창신초교 주변","불법주정차구역"
"숭인동 316-1","37.571887","127.01586","종로구","동묘앞역 6호선 5번출구 주변","불법주정차구역"
"동숭동 1-67","37.581758","127.003334","종로구","대학로예술극장 주변 2","불법주정차구역"
"동숭동 1-111","37.580814","127.003334","종로구","아르코미술관 주변","불법주정차구역"
"장안2동 341-28","37.570457552832224","127.07226436436723","동대문구","부용주택 가동앞","불법주정차구역"
"휘경2동 293-164","37.58915763855951","127.06030047208858","동대문구","외환은행건물 뒷길","불법주정차구역"
"신설동 109-20","37.57279726968167","127.02411434640147","동대문구","우산각어린이공원 사거리","불법주정차구역"
"답십리1동 1-29","37.57501507627061","127.06719444624589","동대문구","엘파인(아)진입로 (강촌기사식당 위)","불법주정차구역"
"장안1동 334-6","37.57143127137561","127.07484620854816","동대문구","현대홈타운106동 앞 (매꽃어린이집)","불법주정차구역"
"휘경1동 320-4","37.58997482213392","127.05669772651995","동대문구","다이소 회기역점","불법주정차구역"
"휘경2동 281-22","37.588515","127.05892","동대문구","세연어린이집 (새롬교회앞)","불법주정차구역"
"행운동100-14","37.48233","126.9584","관악구","S0019 행운5길 35 봉천초교 부근","불법주정차구역"
"성현동1704","37.490504","126.95491","관악구","S0021 성현로 117 봉현초교 부근","불법주정차구역"
"남현동1080-1","37.47461","126.97402","관악구","S0023 남현4길 51 사당초교 부근","불법주정차구역"
"상계동 1274","37.66682563","127.0808743","노원구","주정차106.(당고개)덕릉로112길68 덕암초등학교앞","불법주정차구역"
"중계동 157-5","37.65827046","127.0743288","노원구","주정차107.중계동157-5 데미안빌딩","불법주정차구역"
"중계동 435-2","37.65589247","127.0735761","노원구","주정차108.중계동435-2 중계2차 현대아파트정문","불법주정차구역"
"상계동 348-5","37.65652404","127.0643769","노원구","주정차109(1).노원역1번10번 출구앞(1번)","불법주정차구역"
"상계동 348-5","37.65657232","127.0643635","노원구","주정차109(2).노원역1번10번출구앞(10번)","불법주정차구역"
"월계동 774-2","37.63399452","127.0520232","노원구","주정차110.월계동774-2 초안어린이공원앞","불법주정차구역"
"월계동 774","37.63566956","127.0525355","노원구","주정차111.초안산로89 청백1단지앞(방범857폴)","불법주정차구역"
"노원구 상계동 666-2","37.66433085","127.0551748","노원구","주정차112.한글비석로 571","불법주정차구역"
"노원구 중계동 356(노원어린이도서관 앞)","37.65832332","127.0768563","노원구","주정차113.한글비석로 346","불법주정차구역"
"노원구 하계동 256-27","37.64458542","127.0749688","노원구","주정차114.한글비석로5길 18","불법주정차구역"
"노원구 상계동 1120-2","37.67557646","127.0565793","노원구","주정차115.동일로242길 21","불법주정차구역"
"노원구 상계동 1110-7","37.67842129","127.0535037","노원구","주정차116.동일로243길 23","불법주정차구역"
"노원구 상계동 1049-80","37.67380943","127.0544532","노원구","주정차117.동일로 1625","불법주정차구역"
"노원구 상계동 1000-14","37.67396161","127.0611353","노원구","주정차118.동일로242바길 29","불법주정차구역"
"미아동 158-10","37.63475037","127.0255814","강북구","주정차(미아)-059 (덕릉로 108 강북 여성인력 개발센터)","불법주정차구역"
"미아동 125-61","37.62513351","127.0282898","강북구","주정차(미아)-017 (솔매로52길 31 애화학교 앞)","불법주정차구역"
"미아동 125-9","37.6245842","127.0277252","강북구","주정차(미아)-018 (솔매로50길 43 KT강북플라자 앞)","불법주정차구역"
"번1동 460-46","37.63733292","127.0326614","강북구","주정차(번1)-033 (한천로124길 14 수송초 정문)","불법주정차구역"
"번1동 454-58","37.63640213","127.0339661","강북구","주정차(번1)-034 (한천로122길 21 수송중 옆)","불법주정차구역"
"번1동 463-82","37.6398201","127.0289917","강북구","주정차(번1)-032","불법주정차구역"
"번1동 428-87","37.6346817","127.0358429","강북구","주정차(번1)-026 (한천로 940 번동 프라자약국 옆)","불법주정차구역"
"번동 417-32","37.63895798","127.0281448","강북구","주정차(번1)-050 (한천로 1019 토마토24시)","불법주정차구역"
"번동 415-15","37.63714981","127.0269928","강북구","주정차(번1)-051 (오패산로 406 강북경찰서 앞)","불법주정차구역"
"번동 414-25","37.63624573","127.028244","강북구","주정차(번1)-052 (오패산로 390 GS25시)","불법주정차구역"
"번2동 235","37.62947464","127.0401459","강북구","주정차(번2)-010 (오현로 201 번동초등학교 공원 입구)","불법주정차구역"
"번2동 520","37.63386154","127.0320206","강북구","주정차(번2)-019 (덕릉로40길 48 번2동 어린이집 앞)","불법주정차구역"
"번2동 234-2","37.63211823","127.0381012","강북구","주정차(번2)-020 (오현로35길 62 꿈동산어린이집 앞)","불법주정차구역"
"번2동 148-379","37.625103","127.0337219","강북구","주정차(번2)-025 (오현로21길 88 번동햇살공영주차장)","불법주정차구역"
"번2동 148-380","37.62501526","127.0331116","강북구","주정차(번2)-026 (오현로21길 76 번동햇살공영주차장)","불법주정차구역"
"번2동 148-445","37.62484741","127.0331879","강북구","주정차(번2)-027 (오현로21길 62 번동햇살공영주차장)","불법주정차구역"
"번2동 437-13","37.63500214","127.0290909","강북구","주정차(번2)-049 (덕릉로 136 삼양빌딩 앞)","불법주정차구역"
"번2동 433-15","37.63518524","127.0318909","강북구","주정차(번2)-050 (덕릉로 162 강북 북부시장)","불법주정차구역"
"번3동 248","37.62340927","127.0460739","강북구","주정차(번3)-006 (월계로 221 오현초 후문)","불법주정차구역"
"번3동 155-4","37.62821579","127.0389252","강북구","주정차(번3)-013 (오현로 186 번동 평화교회 앞)","불법주정차구역"
"번3동 657","37.62379074","127.0377274","강북구","주정차(번3)-016 (오현로 238 동문아파트)","불법주정차구역"
"번3동 642-11","37.6219635","127.0376816","강북구","주정차(번3)-017 (오현로 173 꿈의 숲 아트센터)","불법주정차구역"
"서울 강북구 미아동 561-2","37.6175815158732","127.02173885886374","강북구","주정차(송천)-191 (삼양로27길 19 송천동 성당 앞)","불법주정차구역"
"번동 242-3","37.62527466","127.0452118","강북구","주정차(번3)-026 (번동 258 번동한진아파트 입구 앞)","불법주정차구역"
"번동 242-3","37.62598801","127.0464935","강북구","주정차(번3)-027 (한천로105길 21 번3동 주민센터 앞)","불법주정차구역"
"삼각산동 1353-8","37.61703873","127.0152893","강북구","주정차(삼각산)-005 (삼양로19길 154 보건소 삼각산분소 앞)","불법주정차구역"
"삼각산동 1353","37.61941147","127.0106659","강북구","주정차(삼각산)-007 (솔샘로 174 벽산라이브파크 정문 건너편)","불법주정차구역"
"삼각산동 699-22","37.61923599","127.0180435","강북구","주정차(삼각산)-021 (솔샘로48길17-3)","불법주정차구역"
"삼각산동 811-7","37.61886597","127.0176773","강북구","주정차(삼각산)-022 (삼양로27길 56 두산위브 209동 앞 사거리)","불법주정차구역"
"삼각산동811-9 ","37.61886597","127.0192566","강북구","주정차(삼각산)-023 (삼양로27길 43 솔샘시장 입구)","불법주정차구역"
"삼각산동 812-1","37.61835098","127.0191422","강북구","주정차(삼각산)-024 (삼양로27길35 삼양제일교회 후문 앞)","불법주정차구역"
"삼각산동 812","37.61876678","127.0203552","강북구","주정차(삼각산)-025 (삼양로27길19  래미안아파트 2차 입구)","불법주정차구역"
"삼각산동1353-6","37.6200943","127.0153656","강북구","주정차(삼각산)-027 (솔샘로 208 미아 안전센터 앞)","불법주정차구역"
"삼양동776-130 ","37.62355042","127.0186157","강북구","주정차(삼양)-015 (삼양로 225 삼양초 정문)","불법주정차구역"
"삼양동 791-2127","37.62159348","127.0172577","강북구","주정차(삼양)-023 (삼양로41길 54 솔바람어린이집 옆)","불법주정차구역"
"송중동 126-41","37.62302017","127.0282288","강북구","주정차(송중)-019 (솔매로50길 78 황금장 중국집 앞)","불법주정차구역"
"송중동 100-33","37.61746216","127.0317993","강북구","주정차(송중)-020 (오현로 9 송중초 후문)","불법주정차구역"
"송중동 103-137","37.61836624","127.0329666","강북구","주정차(송중)-038 (오패산로 187 효성어린이집 앞)","불법주정차구역"
"송중동 3-8","37.61785507","127.0337219","강북구","주정차(송중)-039 (오현로9길 27 예원어린이집 정문)","불법주정차구역"
"송중동 3-865","37.61660004","127.033577","강북구","주정차(송중)-036 (오현로 31 삼화그린빌라 앞)","불법주정차구역"
"송중동 53-1","37.61371231","127.0340729","강북구","주정차(송중)-037 (오패산로 130 파리바게트 앞)","불법주정차구역"
"송중동 860-213","37.61286163","127.0304565","강북구","주정차(송중)-023 (도봉로8길 8 미아사거리역 2번 출구 앞)","불법주정차구역"
"송중동 860-17","37.61216354","127.0318985","강북구","주정차(송중)-043 (도봉로8길 38  엄지공주네일 앞)","불법주정차구역"
"송중동 860-172","37.61585617","127.0307617","강북구","주정차(송중)-021 (도봉로10길 73 앞)","불법주정차구역"
"송중동 70-6","37.61468124","127.0307922","강북구","주정차(송중)-022 (도봉로10길 46 롯데백화점 후문)","불법주정차구역"
"송중동 128-56","37.6235199","127.0296249","강북구","주정차(송중)-075 (솔매로50가길 25 화계초등학교 정문 앞)","불법주정차구역"
"송중동 84-29","37.6157341","127.0351181","강북구","주정차(송중)-129 (오패산로30길 55 경남아너스빌 앞)","불법주정차구역"
"송중동 83-4","37.61407471","127.0349045","강북구","주정차(송중)-130 (오패산로30길 21 앞)","불법주정차구역"
"송천동62-21 ","37.61502457","127.0292892","강북구","주정차(송천)-019 (도봉로13길 22 고려새한병원 뒤)","불법주정차구역"
"송천동 637-290","37.61426163","127.0222778","강북구","주정차(송천)-018 (삼양로 116 삼성부동산 앞)","불법주정차구역"
"송천동 471-14","37.6133194","127.0272369","강북구","주정차(송천)-028 (숭인로13길 27-2  영훈초등학교 후문 앞)","불법주정차구역"
"송천동 320-1","37.62000275","127.0250854","강북구","주정차(송천)-030 (도봉로29길 52 별밭어린이집 앞)","불법주정차구역"
"송천동 860-75","37.61928558","127.0213547","강북구","주정차(송천)-063 (솔샘로 255 삼양사거리)","불법주정차구역"
"송천동 707-53","37.61845016","127.0239105","강북구","주정차(송천)-064 (솔샘로 277-4 앞)","불법주정차구역"
"송천동 329-6","37.61814117","127.0257111","강북구","주정차(송천)-065 (솔샘로 299 앞)","불법주정차구역"
"송천동 373-54","37.6170845","127.0278168","강북구","주정차(송천)-066 (솔샘로 315 신성교회 옆)","불법주정차구역"
"송천동 65-5","37.61705017","127.0288239","강북구","주정차(송천)-067 (솔샘로 330 앞)","불법주정차구역"
"수유1동 486-791","37.62797928","127.01548","강북구","주정차(수유1)-019 (삼양로73가길 58 한빛 맹학교 앞)","불법주정차구역"
"수유1동 52-21","37.63218307","127.021698","강북구","주정차(수유1)-021 (수유로4길 58 운산유치원 앞)","불법주정차구역"
"수유1동56-129 ","37.63167953","127.0196991","강북구","주정차(수유1)-022 (삼양로80나길 14 대우부동산 앞)","불법주정차구역"
"수유1동 605-435","37.62913132","127.0164948","강북구","주정차(수유1)-018 (삼양로77가길 28 진산빌라 앞)","불법주정차구역"
"수유1동 55-47","37.63017273","127.0211716","강북구","주정차(수유1)-023 (삼양로74다길 2 수유초 정문)","불법주정차구역"
"수유1동 58-1","37.63108444","127.0193863","강북구","주정차(수유1)-020 (삼양로80길 26 수유초 후문)","불법주정차구역"
"수유1동 605-389","37.63080597","127.0170517","강북구","주정차(수유1)-031 (삼양로79길 10 신기어린이집 앞)","불법주정차구역"
