일자|시간|구분,공급량
2019-01-03 08 D,1681.7194216347546
2019-01-03 09 D,1681.7194216347546
2019-01-03 10 D,1601.4161805101212
2019-01-03 11 D,1557.1405721263877
2019-01-03 12 D,1399.6260095608268
2019-01-03 13 D,1366.8881842802468
2019-01-03 14 D,1316.8120848334574
2019-01-03 15 D,1249.3609499719194
2019-01-03 16 D,1230.8268491029175
2019-01-03 17 D,1262.0391648177886
2019-01-03 18 D,1425.0829696635994
2019-01-03 19 D,1636.4524775221553
2019-01-03 20 D,1713.2217663225435
2019-01-03 21 D,1704.126612090547
2019-01-03 22 D,1689.7278554272182
2019-01-03 23 D,1578.2287691736503
2019-01-03 24 D,1431.500781656226
2019-01-04 01 D,1365.1035286915533
2019-01-04 02 D,1281.465189617525
2019-01-04 03 D,1208.4545699826517
2019-01-04 04 D,1221.0399291428937
2019-01-04 05 D,1382.5764618113865
2019-01-04 06 D,1437.1689867146067
2019-01-04 07 D,1496.4053764076054
2019-01-04 08 D,1730.9214833054561
2019-01-04 09 D,1733.1378352816612
2019-01-04 10 D,1652.8345941570278
2019-01-04 11 D,1608.5589857732944
2019-01-04 12 D,1451.0444232077334
2019-01-04 13 D,1418.3065979271535
2019-01-04 14 D,1368.8933015535652
2019-01-04 15 D,1301.442166692027
2019-01-04 16 D,1282.9080658230253
2019-01-04 17 D,1314.1203815378963
2019-01-04 18 D,1464.4528070424456
2019-01-04 19 D,1645.1763792025456
2019-01-04 20 D,1700.372496197649
2019-01-04 21 D,1684.7041862109797
2019-01-04 22 D,1656.3238574615416
2019-01-04 23 D,1571.8551088926556
2019-01-04 24 D,1479.4037678028214
2019-01-05 01 D,1469.9126928208157
2019-01-05 02 D,1386.7675918019718
2019-01-05 03 D,1323.2872708187635
2019-01-05 04 D,1335.8726299790055
2019-01-05 05 D,1445.6645193106665
2019-01-05 06 D,1470.0956873523721
2019-01-05 07 D,1521.605858947311
2019-01-05 08 D,1684.7687120533253
2019-01-05 09 D,1727.6585902308666
2019-01-05 10 D,1709.6470164339028
2019-01-05 11 D,1676.0219388934668
2019-01-05 12 D,1540.683362328922
2019-01-05 13 D,1488.2170669844143
2019-01-05 14 D,1440.0740083639892
2019-01-05 15 D,1394.2373602981427
2019-01-05 16 D,1375.7032594291409
2019-01-05 17 D,1406.9155751440119
2019-01-05 18 D,1536.858808563169
2019-01-05 19 D,1642.1961335780995
2019-01-05 20 D,1679.1448628611386
2019-01-05 21 D,1663.4765528744692
2019-01-05 22 D,1635.096224125031
2019-01-05 23 D,1578.3954464585968
2019-01-05 24 D,1518.0849171234822
2019-01-06 01 D,1410.459274910807
2019-01-06 02 D,1327.314173891963
2019-01-06 03 D,1281.489522695469
2019-01-06 04 D,1294.074881855711
2019-01-06 05 D,1381.5702234908852
2019-01-06 06 D,1406.0013915325908
2019-01-06 07 D,1457.404275866669
2019-01-06 08 D,1598.5325806554854
2019-01-06 09 D,1657.2559089708834
2019-01-06 10 D,1663.7683179936084
2019-01-06 11 D,1630.1432404531724
2019-01-06 12 D,1494.8046638886276
2019-01-06 13 D,1455.4841962778746
2019-01-06 14 D,1407.2828451130797
2019-01-06 15 D,1370.818555302371
2019-01-06 16 D,1354.2145196087938
2019-01-06 17 D,1385.4268353236648
2019-01-06 18 D,1541.1669991287422
2019-01-06 19 D,1646.5043241436726
2019-01-06 20 D,1697.3462187837422
2019-01-06 21 D,1683.9575911290422
2019-01-06 22 D,1649.1264371412628
2019-01-06 23 D,1574.6445734575461
2019-01-06 24 D,1506.2379363663915
2019-01-07 01 D,1293.3057356520515
2019-01-07 02 D,1194.354801797869
2019-01-07 03 D,1158.7208540029098
2019-01-07 04 D,1163.2445726871385
2019-01-07 05 D,1307.0414732550998
2019-01-07 06 D,1368.111219950636
2019-01-07 07 D,1438.0635714724353
2019-01-07 08 D,1681.5646731939307
2019-01-07 09 D,1681.5646731939307
2019-01-07 10 D,1601.2614320692974
2019-01-07 11 D,1556.985823685564
2019-01-07 12 D,1399.471261120003
2019-01-07 13 D,1366.733435839423
2019-01-07 14 D,1316.6573363926336
2019-01-07 15 D,1249.2062015310955
2019-01-07 16 D,1230.6721006620937
2019-01-07 17 D,1261.8844163769647
2019-01-07 18 D,1424.9282212227756
2019-01-07 19 D,1636.2977290813315
2019-01-07 20 D,1713.0670178817197
2019-01-07 21 D,1703.9718636497232
2019-01-07 22 D,1689.5731069863944
2019-01-07 23 D,1578.0740207328265
2019-01-07 24 D,1431.3460332154023
2019-01-08 01 D,1238.4821879194742
2019-01-08 02 D,1154.843848845446
2019-01-08 03 D,1089.4639007590029
2019-01-08 04 D,1102.2979979197023
2019-01-08 05 D,1241.3727213945638
2019-01-08 06 D,1295.965246297784
2019-01-08 07 D,1358.9105005568122
2019-01-08 08 D,1593.4266074546629
2019-01-08 09 D,1593.4266074546629
2019-01-08 10 D,1513.1233663300295
2019-01-08 11 D,1468.847757946296
2019-01-08 12 D,1311.333195380735
2019-01-08 13 D,1278.5953701001552
2019-01-08 14 D,1228.5192706533658
2019-01-08 15 D,1161.0681357918277
2019-01-08 16 D,1142.5340349228259
2019-01-08 17 D,1173.7463506376969
2019-01-08 18 D,1336.7901554835078
2019-01-08 19 D,1548.1596633420636
2019-01-08 20 D,1624.9289521424519
2019-01-08 21 D,1615.8337979104554
2019-01-08 22 D,1601.4350412471265
2019-01-08 23 D,1489.9359549935587
2019-01-08 24 D,1343.2079674761344
2019-01-09 01 D,1289.3487626335393
2019-01-09 02 D,1205.7104235595111
2019-01-09 03 D,1133.888693900269
2019-01-09 04 D,1146.7227910609683
2019-01-09 05 D,1284.294173442464
2019-01-09 06 D,1338.8866983456842
2019-01-09 07 D,1401.8319526047123
2019-01-09 08 D,1647.3342898997741
2019-01-09 09 D,1647.3342898997741
2019-01-09 10 D,1567.0310487751408
2019-01-09 11 D,1522.7554403914073
2019-01-09 12 D,1365.2408778258464
2019-01-09 13 D,1315.8548287892736
2019-01-09 14 D,1265.9655570768143
2019-01-09 15 D,1198.5144222152762
2019-01-09 16 D,1179.9803213462744
2019-01-09 17 D,1211.1926370611454
2019-01-09 18 D,1401.5887496804307
2019-01-09 19 D,1612.9582575389866
2019-01-09 20 D,1689.7275463393748
2019-01-09 21 D,1680.6323921073783
2019-01-09 22 D,1666.2336354440495
2019-01-09 23 D,1554.7345491904816
2019-01-09 24 D,1408.0065616730574
2019-01-10 01 D,1334.025700321314
2019-01-10 02 D,1250.3873612472858
2019-01-10 03 D,1178.5656315880435
2019-01-10 04 D,1191.399728748743
2019-01-10 05 D,1328.9711111302386
2019-01-10 06 D,1383.5636360334588
2019-01-10 07 D,1446.508890292487
2019-01-10 08 D,1692.0112275875488
2019-01-10 09 D,1692.0112275875488
2019-01-10 10 D,1611.7079864629154
2019-01-10 11 D,1567.432378079182
2019-01-10 12 D,1409.917815513621
2019-01-10 13 D,1360.5317664770482
2019-01-10 14 D,1310.642494764589
2019-01-10 15 D,1243.1913599030509
2019-01-10 16 D,1224.657259034049
2019-01-10 17 D,1255.86957474892
2019-01-10 18 D,1446.2656873682054
2019-01-10 19 D,1657.6351952267612
2019-01-10 20 D,1734.4044840271495
2019-01-10 21 D,1725.309329795153
2019-01-10 22 D,1710.910573131824
2019-01-10 23 D,1599.4114868782563
2019-01-10 24 D,1452.683499360832
2019-01-11 01 D,1306.249271385735
2019-01-11 02 D,1222.6109323117068
2019-01-11 03 D,1149.6003126768335
2019-01-11 04 D,1162.1856718370755
2019-01-11 05 D,1302.8040468277804
2019-01-11 06 D,1357.3965717310007
2019-01-11 07 D,1416.6329614239994
2019-01-11 08 D,1662.1352987190612
2019-01-11 09 D,1664.3516506952662
2019-01-11 10 D,1583.9138801027393
2019-01-11 11 D,1539.6382717190058
2019-01-11 12 D,1382.123709153445
2019-01-11 13 D,1332.7376601168721
2019-01-11 14 D,1283.511191477614
2019-01-11 15 D,1216.0600566160758
2019-01-11 16 D,1197.525955747074
2019-01-11 17 D,1228.738271461945
2019-01-11 18 D,1401.0493545538106
2019-01-11 19 D,1581.7729267139107
2019-01-11 20 D,1637.1035731769077
2019-01-11 21 D,1621.4352631902384
2019-01-11 22 D,1593.0549344408003
2019-01-11 23 D,1508.5861858719143
2019-01-11 24 D,1416.13484478208
2019-01-12 01 D,1252.1684586139343
2019-01-12 02 D,1169.0233575950904
2019-01-12 03 D,1105.5430366118821
2019-01-12 04 D,1118.1283957721241
2019-01-12 05 D,1222.7393914524007
2019-01-12 06 D,1247.1705594941063
2019-01-12 07 D,1298.6807310890451
2019-01-12 08 D,1472.8298145922706
2019-01-12 09 D,1515.719692769812
2019-01-12 10 D,1497.708118972848
2019-01-12 11 D,1464.083041432412
2019-01-12 12 D,1328.7444648678672
2019-01-12 13 D,1259.6299457673667
2019-01-12 14 D,1211.6737148812717
2019-01-12 15 D,1165.8370668154253
2019-01-12 16 D,1147.3029659464235
2019-01-12 17 D,1178.5152816612945
2019-01-12 18 D,1335.810822853926
2019-01-12 19 D,1441.1481478688565
2019-01-12 20 D,1478.0968771518956
2019-01-12 21 D,1462.4285671652262
2019-01-12 22 D,1434.048238415788
2019-01-12 23 D,1377.3474607493538
2019-01-12 24 D,1317.0369314142392
2019-01-13 01 D,1225.6807088707005
2019-01-13 02 D,1142.5356078518566
2019-01-13 03 D,1096.7109566553627
2019-01-13 04 D,1109.2963158156047
2019-01-13 05 D,1169.6933543063226
2019-01-13 06 D,1194.1245223480282
2019-01-13 07 D,1245.5274066821064
2019-01-13 08 D,1397.641941868134
2019-01-13 09 D,1456.365270183532
2019-01-13 10 D,1462.877679206257
2019-01-13 11 D,1429.252601665821
2019-01-13 12 D,1293.9140251012761
2019-01-13 13 D,1237.9453337345303
2019-01-13 14 D,1189.9308103040655
2019-01-13 15 D,1153.4665204933567
2019-01-13 16 D,1136.8624847997796
2019-01-13 17 D,1168.0748005146506
2019-01-13 18 D,1351.1672720932024
2019-01-13 19 D,1456.5045971081329
2019-01-13 20 D,1507.3464917482024
2019-01-13 21 D,1493.9578640935024
2019-01-13 22 D,1459.126710105723
2019-01-13 23 D,1384.6448464220064
2019-01-13 24 D,1316.2382093308518
2019-01-14 01 D,1216.0222063738054
2019-01-14 02 D,1117.0712725196229
2019-01-14 03 D,1081.4373247246638
2019-01-14 04 D,1085.9610434088925
2019-01-14 05 D,1229.7579439768538
2019-01-14 06 D,1290.82769067239
2019-01-14 07 D,1360.7800421941893
2019-01-14 08 D,1615.2673743128958
2019-01-14 09 D,1615.2673743128958
2019-01-14 10 D,1534.8296037203688
2019-01-14 11 D,1490.5539953366354
2019-01-14 12 D,1333.0394327710744
2019-01-14 13 D,1283.6533837345016
2019-01-14 14 D,1233.7641120220424
2019-01-14 15 D,1166.3129771605043
2019-01-14 16 D,1147.7788762915025
2019-01-14 17 D,1178.9911920063735
2019-01-14 18 D,1372.8604725086896
2019-01-14 19 D,1568.136575533052
2019-01-14 20 D,1639.8635067881626
2019-01-14 21 D,1630.768352556166
2019-01-14 22 D,1616.3695958928372
2019-01-14 23 D,1510.0473966524407
2019-01-14 24 D,1379.4128139692098
2019-01-15 01 D,1244.7619166276143
2019-01-15 02 D,1161.123577553586
2019-01-15 03 D,1095.743629467143
2019-01-15 04 D,1108.5777266278424
2019-01-15 05 D,1247.6524501027038
2019-01-15 06 D,1302.244975005924
2019-01-15 07 D,1365.1902292649522
2019-01-15 08 D,1610.692566560014
2019-01-15 09 D,1610.692566560014
2019-01-15 10 D,1530.254795967487
2019-01-15 11 D,1485.9791875837536
2019-01-15 12 D,1328.4646250181927
2019-01-15 13 D,1279.07857598162
2019-01-15 14 D,1229.1893042691606
2019-01-15 15 D,1161.7381694076225
2019-01-15 16 D,1143.2040685386207
2019-01-15 17 D,1174.4163842534917
2019-01-15 18 D,1368.2856647558078
2019-01-15 19 D,1556.5637754464883
2019-01-15 20 D,1628.2907067015988
2019-01-15 21 D,1619.1955524696023
2019-01-15 22 D,1604.7967958062734
2019-01-15 23 D,1498.474596565877
2019-01-15 24 D,1374.838006216328
2019-01-16 01 D,1247.852826116923
2019-01-16 02 D,1164.214487042895
2019-01-16 03 D,1092.3927573836527
2019-01-16 04 D,1105.2268545443521
2019-01-16 05 D,1242.7982369258477
2019-01-16 06 D,1297.390761829068
2019-01-16 07 D,1360.3360160880961
2019-01-16 08 D,1605.838353383158
2019-01-16 09 D,1605.838353383158
2019-01-16 10 D,1525.400582790631
2019-01-16 11 D,1481.1249744068975
2019-01-16 12 D,1323.6104118413366
2019-01-16 13 D,1274.2243628047638
2019-01-16 14 D,1224.3350910923045
2019-01-16 15 D,1156.8839562307664
2019-01-16 16 D,1138.3498553617646
2019-01-16 17 D,1169.5621710766357
2019-01-16 18 D,1354.5846335097629
2019-01-16 19 D,1542.8627442004433
2019-01-16 20 D,1614.5896754555538
2019-01-16 21 D,1605.4945212235573
2019-01-16 22 D,1591.0957645602284
2019-01-16 23 D,1484.773565319832
2019-01-16 24 D,1361.136974970283
2019-01-17 01 D,1247.9699422183637
2019-01-17 02 D,1164.3316031443355
2019-01-17 03 D,1084.4092970311915
2019-01-17 04 D,1097.243394191891
2019-01-17 05 D,1238.8747075875456
2019-01-17 06 D,1293.4672324907658
2019-01-17 07 D,1356.412486749794
2019-01-17 08 D,1601.9148240448558
2019-01-17 09 D,1601.9148240448558
2019-01-17 10 D,1521.4770534523288
2019-01-17 11 D,1484.5059863526515
2019-01-17 12 D,1326.9914237870905
2019-01-17 13 D,1274.3414789062044
2019-01-17 14 D,1224.4522071937452
2019-01-17 15 D,1157.001072332207
2019-01-17 16 D,1138.4669714632053
2019-01-17 17 D,1169.6792871780763
2019-01-17 18 D,1354.7017496112035
2019-01-17 19 D,1542.979860301884
2019-01-17 20 D,1614.7067915569944
2019-01-17 21 D,1605.611637324998
2019-01-17 22 D,1591.212880661669
2019-01-17 23 D,1484.8906814212726
2019-01-17 24 D,1361.2540910717237
2019-01-18 01 D,1247.2346491392882
2019-01-18 02 D,1163.59631006526
2019-01-18 03 D,1082.4851139764849
2019-01-18 04 D,1095.0704731367268
2019-01-18 05 D,1232.401525710262
2019-01-18 06 D,1286.9940506134822
2019-01-18 07 D,1346.230440306481
2019-01-18 08 D,1591.7327776015427
2019-01-18 09 D,1593.9491295777477
2019-01-18 10 D,1520.8586124165497
2019-01-18 11 D,1483.8875453168723
2019-01-18 12 D,1326.3729827513114
2019-01-18 13 D,1273.7230378704253
2019-01-18 14 D,1224.496569231167
2019-01-18 15 D,1157.045434369629
2019-01-18 16 D,1138.5113335006272
2019-01-18 17 D,1169.7236492154982
2019-01-18 18 D,1342.0347323073638
2019-01-18 19 D,1523.669338221438
2019-01-18 20 D,1578.999984684435
2019-01-18 21 D,1563.3316746977657
2019-01-18 22 D,1534.9513459483276
2019-01-18 23 D,1450.4825973794416
2019-01-18 24 D,1357.1202225356333
2019-01-19 01 D,1243.0963844812638
2019-01-19 02 D,1159.95128346242
2019-01-19 03 D,1088.37038602531
2019-01-19 04 D,1100.955745185552
2019-01-19 05 D,1209.6266718799875
2019-01-19 06 D,1234.0578399216931
2019-01-19 07 D,1285.568011516632
2019-01-19 08 D,1459.7170950198574
2019-01-19 09 D,1502.6069731973987
2019-01-19 10 D,1484.5953994004349
2019-01-19 11 D,1458.274863144055
2019-01-19 12 D,1322.9362865795101
2019-01-19 13 D,1250.5578716346963
2019-01-19 14 D,1202.6016407486013
2019-01-19 15 D,1156.7649926827548
2019-01-19 16 D,1138.230891813753
2019-01-19 17 D,1169.443207528624
2019-01-19 18 D,1326.7387487212557
2019-01-19 19 D,1432.9871074901603
2019-01-19 20 D,1469.9358367731993
2019-01-19 21 D,1454.26752678653
2019-01-19 22 D,1425.8871980370918
2019-01-19 23 D,1369.1864203706575
2019-01-19 24 D,1307.9648572815688
2019-01-20 01 D,1222.349466952109
2019-01-20 02 D,1139.204365933265
2019-01-20 03 D,1085.2791382828693
2019-01-20 04 D,1097.8644974431113
2019-01-20 05 D,1162.3214669479883
2019-01-20 06 D,1186.752634989694
2019-01-20 07 D,1238.155519323772
2019-01-20 08 D,1390.2700545097996
2019-01-20 09 D,1448.9933828251976
2019-01-20 10 D,1455.5057918479226
2019-01-20 11 D,1429.1852555915427
2019-01-20 12 D,1293.846679026998
2019-01-20 13 D,1234.6140918159388
2019-01-20 14 D,1186.599568385474
2019-01-20 15 D,1150.1352785747652
2019-01-20 16 D,1133.531242881188
2019-01-20 17 D,1164.743558596059
2019-01-20 18 D,1347.8360301746109
2019-01-20 19 D,1454.0843889435155
2019-01-20 20 D,1504.926283583585
2019-01-20 21 D,1491.537655928885
2019-01-20 22 D,1456.7065019411057
2019-01-20 23 D,1382.224638257389
2019-01-20 24 D,1312.9069674122602
2019-01-21 01 D,1202.9125422947775
2019-01-21 02 D,1103.961608440595
2019-01-21 03 D,1060.227084191734
2019-01-21 04 D,1065.5323060002233
2019-01-21 05 D,1206.0418841510148
2019-01-21 06 D,1267.111630846551
2019-01-21 07 D,1337.0639823683503
2019-01-21 08 D,1591.5513144870567
2019-01-21 09 D,1591.5513144870567
2019-01-21 10 D,1518.4607973258587
2019-01-21 11 D,1481.4897302261813
2019-01-21 12 D,1323.9751676606204
2019-01-21 13 D,1271.3252227797343
2019-01-21 14 D,1221.435951067275
2019-01-21 15 D,1153.984816205737
2019-01-21 16 D,1135.4507153367351
2019-01-21 17 D,1166.6630310516061
2019-01-21 18 D,1360.5323115539222
2019-01-21 19 D,1548.8104222446027
2019-01-21 20 D,1620.5373534997132
2019-01-21 21 D,1611.4421992677167
2019-01-21 22 D,1597.0434426043878
2019-01-21 23 D,1490.7212433639913
2019-01-21 24 D,1367.0846530144424
2019-01-22 01 D,1236.227060301468
2019-01-22 02 D,1152.58872122744
2019-01-22 03 D,1079.108196687095
2019-01-22 04 D,1092.723796972055
2019-01-22 05 D,1228.5111980297465
2019-01-22 06 D,1283.1037229329668
2019-01-22 07 D,1346.048977191995
2019-01-22 08 D,1591.5513144870567
2019-01-22 09 D,1591.5513144870567
2019-01-22 10 D,1518.4607973258587
2019-01-22 11 D,1481.4897302261813
2019-01-22 12 D,1323.9751676606204
2019-01-22 13 D,1271.3252227797343
2019-01-22 14 D,1221.435951067275
2019-01-22 15 D,1153.984816205737
2019-01-22 16 D,1135.4507153367351
2019-01-22 17 D,1166.6630310516061
2019-01-22 18 D,1360.5323115539222
2019-01-22 19 D,1548.8104222446027
2019-01-22 20 D,1620.5373534997132
2019-01-22 21 D,1611.4421992677167
2019-01-22 22 D,1597.0434426043878
2019-01-22 23 D,1490.7212433639913
2019-01-22 24 D,1367.0846530144424
2019-01-23 01 D,1246.1225483695791
2019-01-23 02 D,1162.484209295551
2019-01-23 03 D,1082.561903182407
2019-01-23 04 D,1096.177503467367
2019-01-23 05 D,1230.4615634316926
2019-01-23 06 D,1285.0540883349129
2019-01-23 07 D,1347.999342593941
2019-01-23 08 D,1593.5016798890028
2019-01-23 09 D,1593.5016798890028
2019-01-23 10 D,1520.4111627278048
2019-01-23 11 D,1483.4400956281274
2019-01-23 12 D,1325.9255330625665
2019-01-23 13 D,1273.2755881816804
2019-01-23 14 D,1223.3863164692211
2019-01-23 15 D,1155.935181607683
2019-01-23 16 D,1137.4010807386812
2019-01-23 17 D,1168.6133964535522
2019-01-23 18 D,1353.6358588866794
2019-01-23 19 D,1541.91396957736
2019-01-23 20 D,1613.6409008324704
2019-01-23 21 D,1604.5457466004739
2019-01-23 22 D,1590.146989937145
2019-01-23 23 D,1483.8247906967486
2019-01-23 24 D,1360.1882003471997
2019-01-24 01 D,1209.9555346218694
2019-01-24 02 D,1126.3171955478413
2019-01-24 03 D,1046.3948894346972
2019-01-24 04 D,1062.6783738546999
2019-01-24 05 D,1196.9624338190256
2019-01-24 06 D,1251.5549587222458
2019-01-24 07 D,1314.500212981274
2019-01-24 08 D,1560.0025502763358
2019-01-24 09 D,1560.0025502763358
2019-01-24 10 D,1486.9120331151378
2019-01-24 11 D,1449.9409660154604
2019-01-24 12 D,1292.4264034498995
2019-01-24 13 D,1239.7764585690134
2019-01-24 14 D,1189.887186856554
2019-01-24 15 D,1122.436051995016
2019-01-24 16 D,1103.9019511260142
2019-01-24 17 D,1135.1142668408852
2019-01-24 18 D,1307.5860957886096
2019-01-24 19 D,1495.86420647929
2019-01-24 20 D,1567.5911377344005
2019-01-24 21 D,1558.495983502404
2019-01-24 22 D,1544.0972268390751
2019-01-24 23 D,1450.3256610840815
2019-01-24 24 D,1326.6890707345326
2019-01-25 01 D,1276.361632081674
2019-01-25 02 D,1192.723293007646
2019-01-25 03 D,1111.6120969188707
2019-01-25 04 D,1124.1974560791127
2019-01-25 05 D,1261.5285086526478
2019-01-25 06 D,1316.121033555868
2019-01-25 07 D,1375.3574232488668
2019-01-25 08 D,1620.8597605439286
2019-01-25 09 D,1623.0761125201336
2019-01-25 10 D,1549.9855953589356
2019-01-25 11 D,1513.0145282592582
2019-01-25 12 D,1355.4999656936973
2019-01-25 13 D,1302.8500208128112
2019-01-25 14 D,1253.623552173553
2019-01-25 15 D,1186.1724173120149
2019-01-25 16 D,1167.638316443013
2019-01-25 17 D,1198.850632157884
2019-01-25 18 D,1367.1442305320961
2019-01-25 19 D,1548.7788364461703
2019-01-25 20 D,1604.1094829091674
2019-01-25 21 D,1588.441172922498
2019-01-25 22 D,1560.0608441730599
2019-01-25 23 D,1479.6095803218275
2019-01-25 24 D,1386.2472054780192
2019-01-26 01 D,1284.4188568423217
2019-01-26 02 D,1212.8116430500397
2019-01-26 03 D,1141.2307456129297
2019-01-26 04 D,1153.8161047731717
2019-01-26 05 D,1255.863096253198
2019-01-26 06 D,1280.2942642949035
2019-01-26 07 D,1331.8044358898424
2019-01-26 08 D,1507.1589315588194
2019-01-26 09 D,1550.0488097363607
2019-01-26 10 D,1529.4121579490318
2019-01-26 11 D,1503.0916216926519
2019-01-26 12 D,1373.5442827947388
2019-01-26 13 D,1301.165867849925
2019-01-26 14 D,1253.20963696383
2019-01-26 15 D,1207.3729888979835
2019-01-26 16 D,1188.8388880289817
2019-01-26 17 D,1220.0512037438527
2019-01-26 18 D,1353.8505958045978
2019-01-26 19 D,1460.0989545735024
2019-01-26 20 D,1486.2128812026244
2019-01-26 21 D,1470.544571215955
2019-01-26 22 D,1442.164242466517
2019-01-26 23 D,1401.3093022700398
2019-01-26 24 D,1355.7309365588283
2019-01-27 01 D,1248.8580674072696
2019-01-27 02 D,1177.2508536149876
2019-01-27 03 D,1123.3256259645918
2019-01-27 04 D,1135.9109851248338
2019-01-27 05 D,1193.7440194153014
2019-01-27 06 D,1218.175187457007
2019-01-27 07 D,1269.5780717910852
2019-01-27 08 D,1415.0970278696077
2019-01-27 09 D,1473.8203561850057
2019-01-27 10 D,1477.7076872173657
2019-01-27 11 D,1459.1881422342424
2019-01-27 12 D,1329.6408033363293
2019-01-27 13 D,1270.4082161252702
2019-01-27 14 D,1222.3936926948054
2019-01-27 15 D,1185.9294028840966
2019-01-27 16 D,1169.3253671905195
2019-01-27 17 D,1200.5376829053905
2019-01-27 18 D,1364.1514900697093
2019-01-27 19 D,1470.399848838614
2019-01-27 20 D,1510.4069408247665
2019-01-27 21 D,1497.0183131700664
2019-01-27 22 D,1462.1871591822871
2019-01-27 23 D,1399.533648250874
2019-01-27 24 D,1345.8591747836224
2019-01-28 01 D,1218.1820380376823
2019-01-28 02 D,1130.7689914100617
2019-01-28 03 D,1087.0344671612008
2019-01-28 04 D,1091.5382014089678
2019-01-28 05 D,1214.2979173494302
2019-01-28 06 D,1275.3676640449664
2019-01-28 07 D,1345.3200155667657
2019-01-28 08 D,1580.320740259994
2019-01-28 09 D,1580.320740259994
2019-01-28 10 D,1519.270107223565
2019-01-28 11 D,1490.1000313971442
2019-01-28 12 D,1338.376706498215
2019-01-28 13 D,1285.726761617329
2019-01-28 14 D,1235.6506621705396
2019-01-28 15 D,1168.1995273090015
2019-01-28 16 D,1149.6654264399997
2019-01-28 17 D,1180.8777421548707
2019-01-28 18 D,1329.797934968734
2019-01-28 19 D,1462.3509571707216
2019-01-28 20 D,1513.887734099013
2019-01-28 21 D,1504.7925798670165
2019-01-28 22 D,1490.3938232036876
2019-01-28 23 D,1419.460799637614
2019-01-28 24 D,1353.9618639867372
2019-01-29 01 D,1216.5536238699121
2019-01-29 02 D,1144.4531720224459
2019-01-29 03 D,1070.972647482101
2019-01-29 04 D,1083.7867602063386
2019-01-29 05 D,1201.8242990537012
2019-01-29 06 D,1256.4168239569215
2019-01-29 07 D,1319.3620782159496
2019-01-29 08 D,1534.391577688322
2019-01-29 09 D,1534.391577688322
2019-01-29 10 D,1473.340944651893
2019-01-29 11 D,1444.1708688254723
2019-01-29 12 D,1292.4475439265432
2019-01-29 13 D,1256.44582280165
2019-01-29 14 D,1206.3697233548605
2019-01-29 15 D,1138.9185884933224
2019-01-29 16 D,1120.3844876243206
2019-01-29 17 D,1151.5968033391916
2019-01-29 18 D,1285.7682089253424
2019-01-29 19 D,1418.32123112733
2019-01-29 20 D,1469.8580080556214
2019-01-29 21 D,1460.762853823625
2019-01-29 22 D,1446.364097160296
2019-01-29 23 D,1375.4310735942224
2019-01-29 24 D,1309.9321379433457
2019-01-30 01 D,1116.0642432655804
2019-01-30 02 D,1043.9637914181142
2019-01-30 03 D,964.0414853049709
2019-01-30 04 D,976.8555980292086
2019-01-30 05 D,1093.3897957832046
2019-01-30 06 D,1147.9823206864248
2019-01-30 07 D,1210.927574945453
2019-01-30 08 D,1425.9570744178254
2019-01-30 09 D,1425.9570744178254
2019-01-30 10 D,1364.9064413813965
2019-01-30 11 D,1335.7363655549757
2019-01-30 12 D,1184.0130406560465
2019-01-30 13 D,1148.0113195311533
2019-01-30 14 D,1097.935220084364
2019-01-30 15 D,1030.4840852228258
2019-01-30 16 D,1011.9499843538235
2019-01-30 17 D,1043.162300068695
2019-01-30 18 D,1168.4868875856569
2019-01-30 19 D,1301.0399097876445
2019-01-30 20 D,1340.5539951849391
2019-01-30 21 D,1331.4588409529426
2019-01-30 22 D,1317.0600842896138
2019-01-30 23 D,1246.1270607235401
2019-01-30 24 D,1192.6508166036601
2019-01-31 01 D,1046.4873724315491
2019-01-31 02 D,974.3869205840836
2019-01-31 03 D,894.46461447094
2019-01-31 04 D,907.2787271951777
2019-01-31 05 D,1019.8063895662283
2019-01-31 06 D,1074.3989144694474
2019-01-31 07 D,1137.3441687284756
2019-01-31 08 D,1352.373668200848
2019-01-31 09 D,1352.373668200848
2019-01-31 10 D,1294.545001757381
2019-01-31 11 D,1265.3749259309602
2019-01-31 12 D,1113.651601032031
2019-01-31 13 D,1077.6498799071378
2019-01-31 14 D,1027.5737804603484
2019-01-31 15 D,960.1226455988107
2019-01-31 16 D,941.5885447298087
2019-01-31 17 D,972.80086044468
2019-01-31 18 D,1062.9023642815575
2019-01-31 19 D,1195.4553864835452
2019-01-31 20 D,1234.9694718808398
2019-01-31 21 D,1225.8743176488433
2019-01-31 22 D,1211.4755609855144
2019-01-31 23 D,1140.5425374194408
2019-01-31 24 D,1087.0662932995608
2019-02-01 01 D,1163.9729987857572
2019-02-01 02 D,1058.6665532868294
2019-02-01 03 D,985.6559336519566
2019-02-01 04 D,996.7825857040525
2019-02-01 05 D,1120.9496913383205
2019-02-01 06 D,1178.7444940049054
2019-02-01 07 D,1302.563782608579
2019-02-01 08 D,1450.8054373717741
2019-02-01 09 D,1450.8054373717741
2019-02-01 10 D,1363.3810954808928
2019-02-01 11 D,1364.587110644718
2019-02-01 12 D,1220.3973218088743
2019-02-01 13 D,1169.4864570480563
2019-02-01 14 D,1133.599086281947
2019-02-01 15 D,1066.1479514204088
2019-02-01 16 D,1047.613850551407
2019-02-01 17 D,1079.53796782403
2019-02-01 18 D,1205.460519715445
2019-02-01 19 D,1441.3584453048402
