조건별분석,,,,,,,,
[검색조건],,,,,,,,
,분류: 지상,,,,,,,
"		165",목포,2016.6.14,21.8,26.6,13:36,18.4,4:35,8.2
"		165",목포,2016.6.15,22.2,25.8,13:48,19.9,3:23,5.9
"		165",목포,2016.6.16,20.9,23.2,14:18,19.5,23:10,3.7
"		165",목포,2016.6.17,21.9,26.6,16:40,18.3,5:27,8.3
"		165",목포,2016.6.18,23.3,28.5,14:22,18.8,5:19,9.7
"		165",목포,2016.6.19,24,28.1,15:54,21.9,23:37,6.2
"		165",목포,2016.6.20,23,24.2,12:43,21.9,0:01,2.3
"		165",목포,2016.6.21,24,27.5,14:14,21.7,5:01,5.8
"		165",목포,2016.6.22,22.2,23.1,9:52,21.3,11:31,1.8
"		165",목포,2016.6.23,24.1,27.7,16:51,22,5:32,5.7
"		165",목포,2016.6.24,22.5,25,15:52,20.9,23:14,4.1
"		165",목포,2016.6.25,22.8,26.2,14:22,20.7,3:49,5.5
"		165",목포,2016.6.26,23.4,27.8,15:52,20.3,5:13,7.5
"		165",목포,2016.6.27,21.4,23.7,12:39,20,5:00,3.7
"		165",목포,2016.6.28,22,24.7,11:56,19.2,5:50,5.5
"		165",목포,2016.6.29,22.6,25.1,14:40,20.2,1:40,4.9
"		165",목포,2016.6.30,24.2,26.7,11:44,22.1,2:30,4.6
"		165",목포,2016.7.1,24.5,25.9,21:39,23.5,0:40,2.4
"		165",목포,2016.7.2,22.4,24.9,0:54,21.5,23:49,3.4
"		165",목포,2016.7.3,21.4,22.9,23:56,20.1,12:41,2.8
"		165",목포,2016.7.4,25.1,26.6,15:48,22.9,0:01,3.7
"		165",목포,2016.7.5,26.8,29.4,15:03,25,5:19,4.4
"		165",목포,2016.7.6,25.8,27.8,14:34,24.1,22:21,3.7
"		165",목포,2016.7.7,26.2,29.3,13:11,24.1,6:10,5.2
"		165",목포,2016.7.8,25.7,29.8,14:27,22.9,6:03,6.9
"		165",목포,2016.7.9,25.3,30.3,14:21,21.7,5:01,8.6
"		165",목포,2016.7.10,24.6,27.6,12:28,22.4,6:14,5.2
"		165",목포,2016.7.11,24.6,28.1,10:42,23.2,0:39,4.9
"		165",목포,2016.7.12,23.5,25.1,18:39,22.3,14:33,2.8
"		165",목포,2016.7.13,25.3,28.7,17:41,23.4,3:06,5.3
"		165",목포,2016.7.14,24.4,28.4,15:25,22.2,23:41,6.2
"		165",목포,2016.7.15,25.2,29.4,13:50,22,6:06,7.4
"		165",목포,2016.7.16,23.6,25,14:40,22.5,23:43,2.5
"		165",목포,2016.7.17,24,26.8,14:21,22.1,23:34,4.7
"		165",목포,2016.7.18,24.3,28.3,14:44,20.6,5:57,7.7
"		165",목포,2016.7.19,26.2,31.3,14:31,22.5,2:50,8.8
"		165",목포,2016.7.20,26.6,31.2,14:28,23.6,4:10,7.6
"		165",목포,2016.7.21,26.2,31,14:56,23.2,5:12,7.8
"		165",목포,2016.7.22,26.5,31,13:59,23.5,5:37,7.5
"		165",목포,2016.7.23,27.4,32,15:13,23.2,4:57,8.8
"		165",목포,2016.7.24,28.4,32.1,12:14,24.9,4:23,7.2
"		165",목포,2016.7.25,28.9,32.2,15:55,25.9,5:13,6.3
"		165",목포,2016.7.26,28.6,31.5,13:42,26,5:13,5.5
"		165",목포,2016.7.27,28.4,31.8,12:37,26.7,4:40,5.1
"		165",목포,2016.7.28,29,31.6,16:57,27.3,0:03,4.3
"		165",목포,2016.7.29,30.1,34.2,15:23,27.3,5:04,6.9
"		165",목포,2016.7.30,29.6,32.6,14:37,27.1,5:53,5.5
"		165",목포,2016.7.31,29.4,32.4,11:59,26.6,4:22,5.8
"		165",목포,2016.8.1,29,32.6,15:06,25.9,3:29,6.7
"		165",목포,2016.8.2,27.7,30,18:06,25.6,5:36,4.4
"		165",목포,2016.8.3,27.1,29.9,13:32,25.2,5:40,4.7
"		165",목포,2016.8.4,28.9,33.8,13:13,24.5,5:38,9.3
"		165",목포,2016.8.5,28.9,33.7,12:36,25,5:21,8.7
"		165",목포,2016.8.6,29,33.2,14:38,25.6,5:35,7.6
"		165",목포,2016.8.7,28.8,33.1,11:19,25.8,5:58,7.3
"		165",목포,2016.8.8,28.8,32.7,13:41,25,5:28,7.7
"		165",목포,2016.8.9,29.1,34,12:45,25.5,5:43,8.5
"		165",목포,2016.8.10,29.3,33.4,14:52,25.6,6:06,7.8
"		165",목포,2016.8.11,30.3,36,14:49,26.1,5:46,9.9
"		165",목포,2016.8.12,29.8,34.6,12:49,25.9,5:53,8.7
"		165",목포,2016.8.13,29.7,34.5,14:53,25.7,5:46,8.8
"		165",목포,2016.8.14,29.4,32.6,14:51,26.8,5:56,5.8
"		165",목포,2016.8.15,28.6,32.3,16:39,26.6,6:08,5.7
"		165",목포,2016.8.16,28.1,32.4,13:48,26,5:21,6.4
"		165",목포,2016.8.17,28,31.8,13:01,24.5,5:52,7.3
"		165",목포,2016.8.18,29.4,35.4,13:10,25.7,5:18,9.7
"		165",목포,2016.8.19,29.8,34.3,12:02,26.1,6:01,8.2
"		165",목포,2016.8.20,29.4,34.2,14:06,26.3,6:33,7.9
"		165",목포,2016.8.21,28.9,32.2,13:35,26.1,5:55,6.1
"		165",목포,2016.8.22,28.8,33.1,14:48,26,6:24,7.1
"		165",목포,2016.8.23,28.3,32.2,14:02,25.8,6:26,6.4
"		165",목포,2016.8.24,28.8,34.6,13:41,24.8,5:45,9.8
"		165",목포,2016.8.25,28.5,32.8,14:02,25,6:26,7.8
"		165",목포,2016.8.26,26,30,12:52,21.5,23:44,8.5
"		165",목포,2016.8.27,22.4,25.8,15:44,19.8,7:53,6
"		165",목포,2016.8.28,21.3,26.5,15:16,17,6:08,9.5
"		165",목포,2016.8.29,22.8,26.7,14:11,18,6:27,8.7
"		165",목포,2016.8.30,23.7,25.8,14:05,22.4,20:48,3.4
"		165",목포,2016.8.31,24.8,27.5,15:56,22.2,4:51,5.3
"		165",목포,2016.9.1,27,32.4,13:07,23.4,6:30,9
"		165",목포,2016.9.2,23.4,27,15:23,20.7,4:42,6.3
"		165",목포,2016.9.3,24.9,30.1,14:15,20.4,5:57,9.7
"		165",목포,2016.9.4,26.2,31.7,13:37,22.7,5:50,9
"		165",목포,2016.9.5,25.6,30.2,15:12,23.1,23:52,7.1
"		165",목포,2016.9.6,23.6,25.9,11:50,21,5:52,4.9
"		165",목포,2016.9.7,23.6,25.9,14:51,21.8,23:23,4.1
"		165",목포,2016.9.8,23.9,28.4,14:52,20.2,6:13,8.2
"		165",목포,2016.9.9,24.2,29.2,13:19,21.4,23:43,7.8
"		165",목포,2016.9.10,23.8,29,13:09,19.6,6:24,9.4
"		165",목포,2016.9.11,24.1,27,15:20,20.8,6:26,6.2
"		165",목포,2016.9.12,23.9,28.2,14:34,20.9,6:23,7.3
"		165",목포,2016.9.13,24.5,28.5,15:18,21,6:20,7.5
"		165",목포,2016.9.14,23.8,26.9,15:13,21.7,6:10,5.2
"		165",목포,2016.9.15,24.4,29.4,14:34,20.5,6:46,8.9
"		165",목포,2016.9.16,21.7,23.7,0:01,18.6,24:00:00,5.1
"		165",목포,2016.9.17,22.8,27.2,13:54,18.5,0:04,8.7
"		165",목포,2016.9.18,21.6,23.4,13:13,20,23:35,3.4
"		165",목포,2016.9.19,21.6,25.3,14:45,19,4:22,6.3
"		165",목포,2016.9.20,20.6,25.5,15:21,16.4,6:47,9.1
"		165",목포,2016.9.21,20.6,24.6,13:58,17,5:12,7.6
"		165",목포,2016.9.22,21.3,26.2,14:55,18.1,4:59,8.1
"		165",목포,2016.9.23,21,25.7,14:35,16.8,6:22,8.9
"		165",목포,2016.9.24,22.1,26.6,15:03,17.5,5:36,9.1
"		165",목포,2016.9.25,22.8,27.9,14:28,19.1,6:27,8.8
"		165",목포,2016.9.26,24.2,29.1,14:12,21.6,4:05,7.5
"		165",목포,2016.9.27,25.8,31.1,12:46,22.4,6:34,8.7
"		165",목포,2016.9.28,21.3,23.8,0:01,20.3,23:36,3.5
"		165",목포,2016.9.29,20.7,22.7,13:09,19.5,23:07,3.2
"		165",목포,2016.9.30,18.5,19.5,0:01,17.3,5:52,2.2
"		165",목포,2016.10.1,20.6,22.6,15:14,18.8,0:01,3.8
"		165",목포,2016.10.2,23.4,26.9,14:12,20.5,2:38,6.4
"		165",목포,2016.10.3,23.3,25.4,10:08,20.6,23:53,4.8
"		165",목포,2016.10.4,23.7,29.9,13:35,19.1,6:51,10.8
"		165",목포,2016.10.5,21.3,24.7,15:43,19.8,23:54,4.9
"		165",목포,2016.10.6,19.7,23.8,12:17,16.5,23:29,7.3
"		165",목포,2016.10.7,18.6,21.1,10:38,16.2,1:06,4.9
"		165",목포,2016.10.8,18.4,20.1,16:00,16.4,23:52,3.7
"		165",목포,2016.10.9,14.6,17.8,13:21,11.5,24:00:00,6.3
"		165",목포,2016.10.10,14.3,17.8,14:26,10.4,6:31,7.4
"		165",목포,2016.10.11,15.8,18.7,13:16,13.4,4:41,5.3
"		165",목포,2016.10.12,16.9,22,13:50,14.4,5:40,7.6
"		165",목포,2016.10.13,15.4,18.1,14:28,13.1,6:42,5
"		165",목포,2016.10.14,17.4,23.9,13:42,12,6:51,11.9
"		165",목포,2016.10.15,18.9,24.9,13:23,14,6:34,10.9
"		165",목포,2016.10.16,17.4,18.4,0:37,16.5,6:32,1.9
"		165",목포,2016.10.17,19,22.3,14:19,16.2,23:54,6.1
"		165",목포,2016.10.18,17.6,22.6,13:28,15.2,7:08,7.4
"		165",목포,2016.10.19,18.4,22.9,13:45,15.1,6:39,7.8
"		165",목포,2016.10.20,17.1,19.8,14:30,13.9,6:52,5.9
"		165",목포,2016.10.21,17.7,18.5,11:13,17.1,22:30,1.4
"		165",목포,2016.10.22,17.8,21.7,14:04,15.4,4:53,6.3
"		165",목포,2016.10.23,17.8,22.5,12:16,14.7,23:27,7.8
"		165",목포,2016.10.24,16.7,20,13:51,13.9,6:53,6.1
"		165",목포,2016.10.25,17.1,19.8,13:56,13.6,23:52,6.2
"		165",목포,2016.10.26,15.3,18.2,11:13,12.2,7:17,6
"		165",목포,2016.10.27,16.3,19.7,12:29,12,3:47,7.7
"		165",목포,2016.10.28,14.9,17.6,0:40,13.6,7:53,4
"		165",목포,2016.10.29,11.7,14.5,0:01,8.5,23:46,6
"		165",목포,2016.10.30,10.3,16.1,15:25,7.1,6:49,9
"		165",목포,2016.10.31,10.4,13.5,15:28,8.3,0:03,5.2
"		165",목포,2016.11.1,7.2,10.2,12:25,3.5,23:40,6.7
"		165",목포,2016.11.2,7.6,13.1,14:36,2.1,5:34,11
"		165",목포,2016.11.3,11,15.7,13:27,7.2,1:26,8.5
"		165",목포,2016.11.4,12.3,18.5,12:53,6.7,6:36,11.8
"		165",목포,2016.11.5,15.5,20.4,12:29,11.4,0:36,9
"		165",목포,2016.11.6,15.1,20.3,14:19,11.1,7:01,9.2
"		165",목포,2016.11.7,15.3,20.2,13:38,11.5,5:56,8.7
"		165",목포,2016.11.8,9.7,14.1,0:01,7.6,23:45,6.5
"		165",목포,2016.11.9,6.1,10.2,13:56,1.7,6:53,8.5
"		165",목포,2016.11.10,7.9,9.8,13:36,5.2,0:15,4.6
"		165",목포,2016.11.11,11.3,16.2,14:24,7.4,2:32,8.8
"		165",목포,2016.11.12,13.1,19.2,13:21,6.4,7:10,12.8
"		165",목포,2016.11.13,15.4,19.9,13:48,11.9,3:18,8
"		165",목포,2016.11.14,15.8,17.9,12:30,14.5,23:47,3.4
"		165",목포,2016.11.15,10.5,14.5,0:01,6.3,22:56,8.2
"		165",목포,2016.11.16,8.3,15.7,15:29,2.6,6:19,13.1
"		165",목포,2016.11.17,11.8,18.7,14:10,7.1,0:01,11.6
"		165",목포,2016.11.18,13,15.5,13:24,9.5,5:02,6
"		165",목포,2016.11.19,15.1,16.3,13:11,14.1,2:25,2.2
"		165",목포,2016.11.20,13,17.1,13:47,9.7,23:52,7.4
"		165",목포,2016.11.21,13,15.8,15:00,9.2,2:17,6.6
"		165",목포,2016.11.22,7.9,12.9,0:01,5.6,21:40,7.3
"		165",목포,2016.11.23,4.9,7.4,13:45,1.7,7:10,5.7
"		165",목포,2016.11.24,3.7,7,13:27,0.3,6:28,6.7
"		165",목포,2016.11.25,4.7,9,13:17,2.1,2:18,6.9
"		165",목포,2016.11.26,4,5.5,13:03,1.5,5:35,4
"		165",목포,2016.11.27,7.1,11.1,15:01,3.3,5:28,7.8
"		165",목포,2016.11.28,7.1,9.6,15:42,4.9,23:56,4.7
"		165",목포,2016.11.29,5.5,11.5,14:29,2.2,7:37,9.3
"		165",목포,2016.11.30,6.6,9.1,13:08,3.3,1:20,5.8
"		165",목포,2016.12.1,8.4,11.8,13:41,5.2,23:59,6.6
"		165",목포,2016.12.2,4.7,10.1,14:29,0.5,7:50,9.6
"		165",목포,2016.12.3,5.3,11.1,14:56,0.5,7:41,10.6
"		165",목포,2016.12.4,7.9,11.9,15:00,4.7,1:55,7.2
"		165",목포,2016.12.5,9.8,13.9,13:55,7.7,23:54,6.2
"		165",목포,2016.12.6,4.2,7.7,0:01,0.1,23:14,7.6
"		165",목포,2016.12.7,5.2,11.2,13:47,-0.1,6:21,11.3
"		165",목포,2016.12.8,7.4,11.4,14:57,2.3,7:07,9.1
"		165",목포,2016.12.9,6.9,11.2,3:12,2.2,23:58,9
"		165",목포,2016.12.10,3,7.8,14:26,-0.2,6:34,8
"		165",목포,2016.12.11,2.8,9,15:02,-3.4,7:56,12.4
"		165",목포,2016.12.12,7.6,11.8,14:40,3.3,3:31,8.5
"		165",목포,2016.12.13,7.1,10.2,14:56,5.3,7:07,4.9
"		165",목포,2016.12.14,4,5.3,0:01,3.4,18:13,1.9
"		165",목포,2016.12.15,2.6,4.2,14:00,1.3,10:04,2.9
"		165",목포,2016.12.16,2.4,4.8,13:01,0.2,7:34,4.6
"		165",목포,2016.12.17,6.1,10.9,15:07,1.7,0:12,9.2
"		165",목포,2016.12.18,7.9,13.5,13:50,1.9,6:21,11.6
"		165",목포,2016.12.19,10.7,12.7,15:30,8.3,4:18,4.4
"		165",목포,2016.12.20,8.8,13.5,15:08,6.5,23:53,7
"		165",목포,2016.12.21,13.3,18.9,23:53,6.2,1:20,12.7
"		165",목포,2016.12.22,8.2,19.1,0:16,5.6,23:38,13.5
"		165",목포,2016.12.23,3.7,5.6,0:01,2.4,17:13,3.2
"		165",목포,2016.12.24,3.3,6.4,14:53,0.5,23:59,5.9
"		165",목포,2016.12.25,4,8.5,15:14,-1.9,5:30,10.4
"		165",목포,2016.12.26,6.3,7.7,10:38,4.8,20:24,2.9
"		165",목포,2016.12.27,3,5.8,2:39,0.7,23:57,5.1
"		165",목포,2016.12.28,0.3,4.9,14:54,-3.8,7:37,8.7
"		165",목포,2016.12.29,1.3,3.4,8:33,-0.8,1:51,4.2
"		165",목포,2016.12.30,0.8,5.5,15:39,-3.5,7:53,9
"		165",목포,2016.12.31,3.7,7.1,15:15,-1.5,0:30,8.6
"		165",목포,2017.1.1,6,11.4,15:38,1.7,5:44,9.7
"		165",목포,2017.1.2,7.8,13.2,13:30,5.1,2:25,8.1
"		165",목포,2017.1.3,5.4,10.3,14:06,2.2,7:43,8.1
"		165",목포,2017.1.4,5.2,11.3,14:42,1.3,6:45,10
"		165",목포,2017.1.5,6.1,8.8,21:03,3,7:55,5.8
"		165",목포,2017.1.6,7.7,12.4,13:43,5.3,22:58,7.1
"		165",목포,2017.1.7,6.8,10,12:59,3.7,4:09,6.3
"		165",목포,2017.1.8,7.9,11.4,14:33,6,8:04,5.4
"		165",목포,2017.1.9,5.1,7.5,13:35,2.8,22:08,4.7
"		165",목포,2017.1.10,3.4,7.1,14:31,1.6,23:47,5.5
"		165",목포,2017.1.11,1.6,4.2,15:06,-1.6,7:42,5.8
"		165",목포,2017.1.12,3.9,7.4,14:07,0.7,2:04,6.7
"		165",목포,2017.1.13,1.9,6.8,13:25,-0.7,7:08,7.5
"		165",목포,2017.1.14,-1,1,1:10,-2.3,23:54,3.3
"		165",목포,2017.1.15,-2.1,2.5,14:02,-6.5,7:36,9
"		165",목포,2017.1.16,0.2,5.1,14:38,-2.8,0:09,7.9
"		165",목포,2017.1.17,0.3,6.4,15:16,-3.9,7:57,10.3
"		165",목포,2017.1.18,2.4,7.6,13:27,-1.9,1:35,9.5
"		165",목포,2017.1.19,2,6,15:42,-0.7,3:29,6.7
"		165",목포,2017.1.20,0.4,4,2:02,-1.6,11:45,5.6
"		165",목포,2017.1.21,1.4,3.9,23:42,-0.5,0:19,4.4
"		165",목포,2017.1.22,-0.3,2.6,1:14,-1.9,22:37,4.5
"		165",목포,2017.1.23,-2.2,0,14:31,-4.1,8:14,4.1
"		165",목포,2017.1.24,-0.8,2.9,15:33,-3.1,23:56,6
"		165",목포,2017.1.25,-0.4,4.7,14:47,-3.1,0:01,7.8
"		165",목포,2017.1.26,1.6,6.5,16:14,-4.5,7:36,11
"		165",목포,2017.1.27,2.4,8.1,4:32,-2.6,23:48,10.7
"		165",목포,2017.1.28,2.6,10.1,15:58,-5.4,6:50,15.5
"		165",목포,2017.1.29,6.5,9.5,16:03,3.2,24:00:00,6.3
"		165",목포,2017.1.30,0.6,3.8,3:55,-2.2,23:55,6
"		165",목포,2017.1.31,-1.3,3.3,15:07,-5.1,5:29,8.4
"		165",목포,2017.2.1,0.4,5.1,13:58,-3.4,2:06,8.5
"		165",목포,2017.2.2,0.4,6,14:08,-3.9,7:32,9.9
"		165",목포,2017.2.3,2.3,7.4,14:52,-2.4,4:34,9.8
"		165",목포,2017.2.4,6.2,9.9,14:47,2.5,0:47,7.4
"		165",목포,2017.2.5,5.3,6.8,13:57,3.9,23:33,2.9
"		165",목포,2017.2.6,2.4,4.4,13:50,1,18:50,3.4
"		165",목포,2017.2.7,1.7,6.6,15:24,-0.9,6:06,7.5
"		165",목포,2017.2.8,2.1,4.4,14:03,0.4,21:02,4
"		165",목포,2017.2.9,-0.5,2.2,13:27,-2.7,23:43,4.9
"		165",목포,2017.2.10,-2.3,-0.4,15:43,-3.4,7:53,3
"		165",목포,2017.2.11,-0.3,1.5,15:38,-2.6,0:01,4.1
"		165",목포,2017.2.12,1.5,5.3,16:10,-2.1,23:52,7.4
"		165",목포,2017.2.13,3,7.5,14:31,-2.8,7:21,10.3
"		165",목포,2017.2.14,3.6,8.1,14:36,-0.7,23:53,8.8
"		165",목포,2017.2.15,3.3,9.5,15:12,-2.4,7:47,11.9
"		165",목포,2017.2.16,8.2,13.8,15:04,0.2,5:33,13.6
"		165",목포,2017.2.17,4.5,12.6,0:01,0.1,23:00,12.5
"		165",목포,2017.2.18,1.2,4.8,14:29,-1.8,23:29,6.6
"		165",목포,2017.2.19,6,12.9,23:13,-2.9,7:21,15.8
"		165",목포,2017.2.20,3.1,12.8,0:01,-0.6,23:54,13.4
"		165",목포,2017.2.21,2.1,8.7,16:40,-5.2,7:05,13.9
"		165",목포,2017.2.22,6.7,9.6,14:57,3,23:43,6.6
"		165",목포,2017.2.23,2.2,4.4,12:18,0.5,20:02,3.9
"		165",목포,2017.2.24,2.1,5.7,13:10,-0.1,7:52,5.8
"		165",목포,2017.2.25,5.1,8.2,15:02,0.2,1:00,8
"		165",목포,2017.2.26,4.3,9.6,14:14,1.6,23:59,8
"		165",목포,2017.2.27,3.8,10.4,12:58,-1.2,6:22,11.6
"		165",목포,2017.2.28,5,11.1,14:53,-1.1,6:34,12.2
"		165",목포,2017.3.1,7.5,14.6,14:23,2.3,7:37,12.3
"		165",목포,2017.3.2,2.9,5.3,0:04,0.7,23:59,4.6
"		165",목포,2017.3.3,4.3,10.1,14:42,-1.1,5:56,11.2
"		165",목포,2017.3.4,6.3,11.9,14:44,1.6,7:24,10.3
"		165",목포,2017.3.5,6.4,12.5,15:19,2.5,6:35,10
"		165",목포,2017.3.6,3.1,6.4,13:28,-0.9,23:49,7.3
"		165",목포,2017.3.7,1,4.3,12:43,-1.1,3:16,5.4
"		165",목포,2017.3.8,3.4,6.2,15:23,0.4,3:04,5.8
"		165",목포,2017.3.9,6.4,10.7,16:21,1.1,7:16,9.6
"		165",목포,2017.3.10,6.1,10.9,16:14,1.5,7:33,9.4
"		165",목포,2017.3.11,7.6,14.1,14:27,0.8,6:13,13.3
"		165",목포,2017.3.12,8.9,15.6,14:51,2.5,6:54,13.1
"		165",목포,2017.3.13,6.7,11.1,13:27,4.2,7:35,6.9
"		165",목포,2017.3.14,5.4,9,11:42,2.1,23:57,6.9
"		165",목포,2017.3.15,5.3,11.2,14:00,1.6,0:42,9.6
"		165",목포,2017.3.16,5,10.1,13:49,1.1,6:48,9
"		165",목포,2017.3.17,6.2,13.6,13:51,-0.1,6:12,13.7
"		165",목포,2017.3.18,7.9,15.1,14:30,2.8,3:53,12.3
"		165",목포,2017.3.19,9,16.9,15:03,1.9,6:23,15
"		165",목포,2017.3.20,8.5,11.5,13:19,6.4,5:53,5.1
"		165",목포,2017.3.21,6.6,9.2,13:49,4.4,23:33,4.8
"		165",목포,2017.3.22,6.4,12.8,15:25,1.4,3:33,11.4
"		165",목포,2017.3.23,8.1,13.6,14:39,5.5,23:47,8.1
"		165",목포,2017.3.24,7.7,12.3,15:22,3.5,4:27,8.8
"		165",목포,2017.3.25,7.4,10.9,16:20,5.5,23:41,5.4
"		165",목포,2017.3.26,6.6,10.4,12:17,3.4,5:51,7
"		165",목포,2017.3.27,7.4,10.4,16:48,5.3,6:30,5.1
"		165",목포,2017.3.28,8.2,12.3,14:38,4.2,8:07,8.1
"		165",목포,2017.3.29,8.7,12.3,15:07,5.9,2:04,6.4
"		165",목포,2017.3.30,9.4,15.6,14:32,4.5,6:36,11.1
"		165",목포,2017.3.31,9.2,13.6,12:28,7.1,22:18,6.5
"		165",목포,2017.4.1,8.3,12.5,13:00,5.4,23:57,7.1
"		165",목포,2017.4.2,8.9,15.1,13:30,4.8,6:24,10.3
"		165",목포,2017.4.3,10.7,16.8,14:49,4.3,6:38,12.5
"		165",목포,2017.4.4,12.9,19,13:43,6.6,6:36,12.4
"		165",목포,2017.4.5,14.7,16.4,21:51,13,0:56,3.4
"		165",목포,2017.4.6,12.6,16.2,0:01,9.1,23:03,7.1
"		165",목포,2017.4.7,11.8,17.8,16:02,8.4,5:11,9.4
"		165",목포,2017.4.8,11.5,17.8,11:56,8.2,21:59,9.6
"		165",목포,2017.4.9,13.1,18.7,14:37,8.4,0:20,10.3
"		165",목포,2017.4.10,14.6,20.4,12:42,11.4,5:56,9
"		165",목포,2017.4.11,11.1,14.8,12:34,9.6,5:10,5.2
"		165",목포,2017.4.12,11.7,15.8,11:47,8.5,23:57,7.3
"		165",목포,2017.4.13,12.5,18,14:19,7,4:27,11
"		165",목포,2017.4.14,15.1,19.7,11:23,10.4,1:17,9.3
"		165",목포,2017.4.15,16.9,22.5,11:54,12.8,1:17,9.7
"		165",목포,2017.4.16,16.6,22.8,15:56,12.4,23:50,10.4
"		165",목포,2017.4.17,14.5,18,9:25,10.5,23:57,7.5
"		165",목포,2017.4.18,13.2,19.7,13:31,9.7,4:27,10
"		165",목포,2017.4.19,13.1,17.1,16:18,9.8,4:44,7.3
"		165",목포,2017.4.20,12.5,15.2,11:35,10.4,5:33,4.8
"		165",목포,2017.4.21,13.1,18.9,13:01,9.2,6:16,9.7
"		165",목포,2017.4.22,12.5,16.9,13:50,9.6,5:41,7.3
"		165",목포,2017.4.23,13.7,19.1,14:10,8.4,6:17,10.7
"		165",목포,2017.4.24,15.7,21.8,14:25,9,6:14,12.8
"		165",목포,2017.4.25,17.4,21.1,13:09,13.7,5:24,7.4
"		165",목포,2017.4.26,14.5,18.5,13:43,11.3,23:59,7.2
"		165",목포,2017.4.27,13.3,17.8,13:00,10.7,4:44,7.1
"		165",목포,2017.4.28,15.1,20.8,13:47,9.4,3:50,11.4
"		165",목포,2017.4.29,17.2,22.7,15:02,11,6:07,11.7
"		165",목포,2017.4.30,18,23.1,14:01,13.7,2:16,9.4
"		165",목포,2017.5.1,18.3,24.9,15:02,13.5,6:26,11.4
"		165",목포,2017.5.2,18.4,25.6,14:22,14,6:44,11.6
"		165",목포,2017.5.3,19.6,26.7,14:41,12.9,5:00,13.8
"		165",목포,2017.5.4,19.8,25.9,15:23,14.8,5:32,11.1
"		165",목포,2017.5.5,18.4,22,12:02,16.2,22:31,5.8
"		165",목포,2017.5.6,15.6,20,11:46,11.6,6:15,8.4
"		165",목포,2017.5.7,16.1,20.8,13:44,11.2,5:48,9.6
"		165",목포,2017.5.8,17.5,21.9,11:42,13,5:19,8.9
"		165",목포,2017.5.9,14.2,16.3,0:01,12.2,7:37,4.1
"		165",목포,2017.5.10,15.3,17.7,16:56,14.1,6:56,3.6
"		165",목포,2017.5.11,19.8,25.9,15:06,14.1,0:01,11.8
"		165",목포,2017.5.12,18.7,20.4,16:00,15.3,23:59,5.1
"		165",목포,2017.5.13,17.4,23.8,15:43,14,5:49,9.8
"		165",목포,2017.5.14,16,20.5,14:34,12.8,6:01,7.7
"		165",목포,2017.5.15,15.6,19.7,12:57,12.5,2:46,7.2
"		165",목포,2017.5.16,16.7,21.3,13:55,12.7,4:43,8.6
"		165",목포,2017.5.17,17.8,23.8,14:32,13.7,5:45,10.1
"		165",목포,2017.5.18,19.5,25.1,14:19,13.8,5:32,11.3
"		165",목포,2017.5.19,19.9,26.1,15:06,14.4,6:06,11.7
"		165",목포,2017.5.20,19.6,24.9,14:18,14.7,5:23,10.2
"		165",목포,2017.5.21,20.7,26.1,15:22,15.4,5:45,10.7
"		165",목포,2017.5.22,21.4,26.5,13:58,16.2,4:15,10.3
"		165",목포,2017.5.23,21.1,25.4,11:27,16.8,4:28,8.6
"		165",목포,2017.5.24,20.3,23.9,14:23,17.2,23:51,6.7
"		165",목포,2017.5.25,18.8,24.7,15:07,14.5,22:36,10.2
"		165",목포,2017.5.26,17.1,20.7,14:59,14.2,23:55,6.5
"		165",목포,2017.5.27,17.6,22.8,14:30,12.2,5:34,10.6
"		165",목포,2017.5.28,20.8,27.5,13:18,15,5:27,12.5
"		165",목포,2017.5.29,22,27,15:48,17,3:29,10
"		165",목포,2017.5.30,22.4,28.7,12:49,17.4,3:16,11.3
"		165",목포,2017.5.31,22.4,25.9,15:00,19.1,2:06,6.8
"		165",목포,2017.6.1,19.8,24.5,13:34,16.4,23:32,8.1
"		165",목포,2017.6.2,19.1,24.3,14:34,14.6,5:59,9.7
"		165",목포,2017.6.3,19.7,23.9,13:20,16.5,23:59,7.4
"		165",목포,2017.6.4,19.9,26.4,15:21,13.9,4:47,12.5
"		165",목포,2017.6.5,22.1,29.5,15:20,16,5:40,13.5
"		165",목포,2017.6.6,19.2,21.6,9:53,16.8,16:53,4.8
"		165",목포,2017.6.7,18,20.1,1:56,16.5,22:40,3.6
"		165",목포,2017.6.8,19.4,23,12:11,16.4,6:00,6.6
"		165",목포,2017.6.9,20.8,25.4,13:34,15.6,5:10,9.8
"		165",목포,2017.6.10,21.9,24.8,12:42,20.1,6:14,4.7
"		165",목포,2017.6.11,21.7,26.6,15:17,18.6,22:49,8
"		165",목포,2017.6.12,20.7,24.7,16:11,17.6,5:32,7.1
"		165",목포,2017.6.13,20.3,24.6,12:54,16.7,4:08,7.9
"		165",목포,2017.6.14,20.4,25.1,13:15,15.7,5:28,9.4
"		165",목포,2017.6.15,21.3,26.3,13:50,17.9,3:09,8.4
"		165",목포,2017.6.16,22.6,27.7,13:33,18.4,5:24,9.3
"		165",목포,2017.6.17,22.7,28.2,14:52,18.6,4:34,9.6
"		165",목포,2017.6.18,23,29,12:46,18.6,5:17,10.4
"		165",목포,2017.6.19,23.8,29.6,13:48,19,5:08,10.6
"		165",목포,2017.6.20,22.6,25.6,14:57,21,21:41,4.6
